activeaddresses,difficulty,difficulty30mom,difficulty30rsi,difficulty90mom,hashrate90var,median_transaction_fee30trxUSD,median_transaction_feeUSD,mining_profitability,mining_profitability90rsi,price30smaUSD,price30wmaUSD,price3emaUSD,price3wmaUSD,price7smaUSD,price90wmaUSD,sentinusd90emaUSD,sentinusd90smaUSD,size90trx,transactionvalueUSD,priceUSD
75756,6695826.0,2327950.0,97.889,3716190.0,1.2925476936344e+26,2.4819999999999998,0.0474,7220.0,54.763000000000005,56.481,66.298,90.961,91.616,84.929,43.032,68391477,54550954,0.33399999999999996,2592.0,124.662
91875,6695826.0,2327950.0,97.889,3716190.0,1.3821861281017e+26,2.5340000000000003,0.0539,7990.0,55.757,58.99100000000001,69.605,99.355,100.288,90.07799999999999,44.68600000000001,73007549,57359476,0.331,4400.0,111.04899999999999
107142,6695826.0,2327950.0,97.889,3716190.0,1.4600249790161e+26,2.5989999999999998,0.06,8852.0,56.831,61.879,73.541,109.679,111.70299999999999,95.902,46.586000000000006,77645623,60260338,0.32899999999999996,4478.0,102.694
108890,6695826.0,2327950.0,97.889,3716190.0,1.5046140384409001e+26,2.674,0.0618,8777.0,56.71,64.777,77.521,116.62,119.74,101.303,48.538999999999994,82154725,63061233,0.327,4249.0,105.04
100034,7005058.0,2637182.0,98.186,4025422.0,1.5309926268188e+26,2.755,0.0643,9950.0,58.121,67.766,81.643,122.64200000000001,125.52,107.314,50.576,86170134,65697182,0.326,4348.0,113.464
83086,7673000.0,3305124.0,98.62,4693363.0,1.6018521835238998e+26,2.84,0.0671,8923.0,56.49100000000001,70.904,85.92299999999999,128.378,130.53799999999998,113.979,52.706,88194130,67517839,0.324,3458.0,113.005
87097,7673000.0,3305124.0,98.62,4693363.0,1.6795519101196003e+26,2.93,0.071,9411.0,57.07,74.263,90.515,135.22899999999998,137.188,121.555,54.981,89645389,69013798,0.32299999999999995,2445.0,110.375
113894,7673000.0,3305124.0,98.62,4555363.0,1.762090814185e+26,3.033,0.0818,10124.0,57.897,78.277,96.27600000000001,149.395,151.49200000000002,131.39,57.696000000000005,93156848,71465642,0.322,4044.0,109.595
112075,7673000.0,3305124.0,98.62,4423450.0,1.8427629541468e+26,3.161,0.0977,13352.0,61.31,83.309,103.83200000000001,172.396,175.898,143.911,61.074,100020966,75711422,0.321,6073.0,108.42
133453,7673000.0,3305124.0,98.62,4423450.0,1.9607456225329e+26,3.2889999999999997,0.0892,12305.0,59.722,87.755,109.97399999999999,175.44799999999998,181.642,152.268,64.03699999999999,109103955,81211292,0.32,8125.0,110.54
124611,7673000.0,3305124.0,98.62,4423450.0,2.0370974062431e+26,3.37,0.0575,7092.0,52.832,90.118,111.73100000000001,145.224,149.566,151.045,65.564,112761871,84066225,0.319,4028.0,112.50299999999999
102963,7673000.0,3305124.0,98.62,4423450.0,2.0859434311197e+26,3.398,0.0462,6360.0,51.98,91.774,111.881,118.835,114.306,145.871,66.571,113879369,85732252,0.318,2789.0,111.738
82837,7673000.0,3007612.0,98.62,4423450.0,2.1312909511002e+26,3.387,0.0492,6595.0,52.23,93.61200000000001,112.311,108.635,99.199,140.774,67.69,114193555,87019865,0.317,2395.0,112.241
71397,7673000.0,2825353.0,98.62,4423450.0,2.1753110778086e+26,3.343,0.0459,5779.0,51.293,95.22,112.197,100.242,94.14399999999999,133.59799999999998,68.643,113342622,87685153,0.316,1393.0,108.635
100248,7673000.0,2825353.0,98.62,4423450.0,2.2136953854744e+26,3.27,0.0436,5865.0,51.386,96.652,111.67399999999999,93.675,90.57600000000001,122.676,69.473,112853589,88372982,0.315,1672.0,104.575
100365,7673000.0,2825353.0,98.62,4423450.0,2.2747772502194e+26,3.1689999999999996,0.0375,4937.0,50.336000000000006,97.689,110.28,84.359,81.865,105.48299999999999,70.021,113284804,89492829,0.314,1984.0,107.0
105254,8038276.0,3190629.0,98.84,4788726.0,2.3322389480128e+26,3.051,0.0389,5006.0,50.413000000000004,98.738,108.993,81.046,78.399,91.088,70.612,113732315,90676364,0.313,2375.0,110.492
82114,8974296.0,4126649.0,99.185,5724746.0,2.4056229139232997e+26,2.93,0.0473,4878.0,50.269,100.181,108.73100000000001,87.863,85.758,88.185,71.561,123391562,96542452,0.311,11864.0,112.815
105015,8974296.0,4126649.0,99.185,5724746.0,2.4157411451629e+26,2.813,0.0534,6198.0,51.711000000000006,101.81299999999999,109.15100000000001,97.281,97.865,90.221,72.755,125065950,98498384,0.31,3353.0,112.905
74501,8974296.0,4126649.0,99.185,5724746.0,2.4438673792602998e+26,2.7039999999999997,0.0572,6887.0,52.44,103.49600000000001,109.969,105.881,108.586,92.51299999999999,74.097,125069468,99685942,0.309,2602.0,113.2
69875,8974296.0,4126649.0,99.185,5724746.0,2.5501409810816e+26,2.602,0.0571,6616.0,52.126999999999995,105.11399999999999,110.665,110.088,113.09100000000001,95.72,75.411,124779444,100726893,0.307,2530.0,115.28
91717,8974296.0,4126649.0,99.185,5724746.0,2.6146344595084e+26,2.506,0.0568,6062.0,51.492,106.77799999999999,111.208,111.811,113.945,99.495,76.684,126144083,102533244,0.306,3960.0,116.686
93177,8974296.0,3393244.0,99.185,5787141.0,2.675011892035e+26,2.417,0.0604,7056.0,52.541000000000004,108.645,112.11200000000001,116.296,117.28399999999999,106.029,78.093,127555172,104192363,0.304,3176.0,118.696
102538,8974296.0,2278470.0,99.185,6005521.0,2.7359420194826e+26,2.3409999999999997,0.0674,7469.0,52.968999999999994,110.834,113.79899999999999,125.54799999999999,126.58200000000001,114.181,79.78399999999999,131151985,107124464,0.302,4566.0,124.605
90770,8974296.0,2278470.0,99.185,6005521.0,2.7726961242154998e+26,2.276,0.0699,8539.0,54.052,113.102,115.664,132.644,134.933,120.618,81.556,133284934,109368245,0.301,3672.0,127.725
86205,8974296.0,2278470.0,99.185,6005521.0,2.8541013520898002e+26,2.218,0.0665,7248.0,52.574,114.89200000000001,116.944,132.79399999999998,135.519,124.368,83.147,133789340,110848559,0.299,2893.0,128.75
78259,8974296.0,2278470.0,99.185,6005521.0,2.8933170436618e+26,2.162,0.0632,6431.0,51.67,116.244,117.681,129.555,130.763,126.05799999999999,84.565,133082592,111695878,0.297,2291.0,128.355
118060,8974296.0,2278470.0,99.185,6005521.0,2.9142664867709e+26,2.106,0.062,7773.0,53.012,117.492,118.185,126.8,126.285,127.45100000000001,85.90700000000001,131725402,112156482,0.295,1703.0,125.725
86965,8974296.0,2278470.0,99.185,6005521.0,2.9803267723135e+26,2.053,0.0653,7263.0,52.453,118.929,119.02799999999999,128.68,127.681,129.884,87.366,134239855,114392234,0.293,4764.0,126.43
76917,9854414.0,3158588.0,99.426,6885639.0,3.0421651135800003e+26,2.004,0.0672,6393.0,51.513999999999996,120.443,120.03,131.572,131.42600000000002,131.839,88.883,134243665,115318957,0.29100000000000004,2824.0,127.245
83615,10076293.0,3380467.0,99.46700000000001,7107518.0,3.083222266466e+26,1.955,0.0623,6340.0,51.457,121.441,120.302,128.11700000000002,128.912,130.39,90.156,134983652,116837496,0.289,3054.0,126.42399999999999
81968,10076293.0,3380467.0,99.46700000000001,7107518.0,3.0893696239446e+26,1.899,0.0555,5352.0,50.411,121.551,119.632,119.583,119.48899999999999,126.292,91.105,134223215,117546264,0.287,1811.0,126.90899999999999
82857,10076293.0,3380467.0,99.46700000000001,7107518.0,3.0849171814013e+26,1.837,0.0513,5046.0,50.091,120.97399999999999,118.415,111.139,109.14,121.97,91.848,133092141,118165394,0.285,1610.0,124.135
69993,10076293.0,3380467.0,99.46700000000001,7107518.0,3.0952322189986e+26,1.77,0.0525,5658.0,50.722,120.35700000000001,117.387,108.089,105.259,118.931,92.62200000000001,131322972,118441812,0.28300000000000003,1047.0,120.333
72149,10076293.0,3071234.0,99.46700000000001,7107518.0,3.1192501862284e+26,1.704,0.0567,6262.0,51.336000000000006,119.85,116.94200000000001,110.77600000000001,108.861,117.419,93.561,130017904,118792276,0.281,1435.0,119.685
85210,10076293.0,2403293.0,99.46700000000001,6960601.0,3.2183804566639e+26,1.6380000000000001,0.0565,5457.0,50.489,119.147,116.501,111.89,111.83,114.911,94.46600000000001,129282011,119417441,0.27899999999999997,1810.0,120.096
109120,10076293.0,2403293.0,99.46700000000001,6800828.0,3.2791651800837004e+26,1.5719999999999998,0.0552,5568.0,50.602,118.09,115.935,111.133,111.766,111.47,95.292,128792813,120184144,0.27699999999999997,1910.0,119.38799999999999
102439,10076293.0,2403293.0,99.46700000000001,6800828.0,3.3340555548707e+26,1.506,0.0548,5355.0,50.378,116.291,115.387,110.36399999999999,110.42299999999999,109.31700000000001,96.07799999999999,127956505,120785728,0.27399999999999997,1799.0,115.014
81940,10076293.0,2403293.0,99.46700000000001,6800828.0,3.3654526808381e+26,1.4409999999999998,0.0542,5442.0,50.468999999999994,113.39200000000001,114.87899999999999,109.39200000000001,109.137,108.94200000000001,96.81700000000001,126791537,121084339,0.272,1135.0,110.585
84341,10076293.0,2403293.0,99.46700000000001,6800828.0,3.3862838784782e+26,1.3769999999999998,0.0553,5770.0,50.81100000000001,111.126,114.695,109.96600000000001,109.675,110.06200000000001,97.581,126217846,121743972,0.27,1487.0,105.935
80919,10076293.0,2403293.0,99.46700000000001,6800828.0,3.436805705612e+26,1.315,0.0563,5926.0,50.975,111.04299999999999,114.78399999999999,111.234,111.16799999999999,111.12799999999999,98.367,125101879,122229018,0.26899999999999996,1054.0,104.06
69607,10301131.0,2628131.0,99.51799999999999,7025666.0,3.5196765980543005e+26,1.29,0.11199999999999999,5199.0,50.19,111.686,114.82799999999999,111.486,111.79299999999999,110.882,99.11399999999999,123723604,122573448,0.267,958.6569999999999,106.555
82796,11187257.0,3514258.0,99.65299999999999,7911793.0,3.6058727297080004e+26,1.2590000000000001,0.0561,5179.0,50.168,112.146,114.86399999999999,111.863,112.117,110.773,99.851,123761690,123627138,0.266,2074.0,108.05
83723,11187257.0,3514258.0,99.65299999999999,7911793.0,3.6481159454538e+26,1.2229999999999999,0.0543,4670.0,49.622,112.706,114.63799999999999,110.249,110.354,110.524,100.48700000000001,122905118,124241349,0.264,1303.0,106.945
84759,11187257.0,3514258.0,99.65299999999999,7911793.0,3.6316767649912e+26,1.182,0.0523,4587.0,49.533,113.288,114.113,107.412,107.206,109.807,101.01299999999999,121925983,124692948,0.263,1228.0,102.855
84162,11187257.0,3514258.0,99.65299999999999,7911793.0,3.6063178793136e+26,1.137,0.0535,4982.0,49.965,114.353,113.70700000000001,107.206,106.464,109.604,101.574,120938919,125173437,0.262,1259.0,100.25
78453,11187257.0,3148981.0,99.65299999999999,7911793.0,3.6229487728265e+26,1.091,0.0552,5231.0,50.236000000000004,115.445,113.458,108.84899999999999,108.34200000000001,109.59700000000001,102.191,120343629,125843615,0.261,1620.0,100.355
68371,11187257.0,2212961.0,99.65299999999999,7911793.0,3.609941487585e+26,1.045,0.0564,5206.0,50.208,116.05,113.289,110.83200000000001,111.071,109.64200000000001,102.839,119544631,126440358,0.26,1618.0,100.846
64226,11187257.0,2212961.0,99.65299999999999,7547909.0,3.6522931875445e+26,0.9990000000000001,0.0565,4934.0,49.906000000000006,116.257,113.086,111.868,112.473,109.809,103.46700000000001,117958590,126603467,0.259,1003.0,103.663
71676,11187257.0,2212961.0,99.65299999999999,7536246.0,3.5987941562118e+26,0.9540000000000001,0.0566,4693.0,49.638000000000005,116.214,112.88799999999999,112.53399999999999,113.037,109.946,104.081,116703188,126832522,0.258,1263.0,105.104
82573,11187257.0,2212961.0,99.65299999999999,7536246.0,3.5517630388444e+26,0.9109999999999999,0.0576,5631.0,50.68,116.24700000000001,112.82799999999999,113.90700000000001,114.191,110.895,104.72,115837606,127307035,0.256,1439.0,105.82600000000001
74802,11187257.0,2212961.0,99.65299999999999,7536246.0,3.5722572984929e+26,0.87,0.0583,5211.0,50.21,116.352,112.85600000000001,115.296,115.63600000000001,112.625,105.369,115174528,127918698,0.255,1669.0,106.072
83266,11187257.0,2212961.0,99.65299999999999,7536246.0,3.5695858164194e+26,0.831,0.0593,5784.0,50.839,116.28299999999999,113.008,116.99600000000001,117.456,114.296,106.041,114490182,128340649,0.253,1406.0,103.671
84962,11187257.0,2212961.0,99.65299999999999,7536246.0,3.5971697577321003e+26,0.7959999999999999,0.0623,5588.0,50.618,115.943,113.545,120.8,121.315,116.31200000000001,106.82,114042942,128974212,0.252,1707.0,101.679
69624,11450754.0,2476458.0,99.691,7799742.0,3.6063813757544e+26,0.764,0.0639,5608.0,50.64,115.542,114.305,124.262,125.18,118.44200000000001,107.645,113590017,129467779,0.25,1822.0,98.478
69657,12153412.0,3179116.0,99.764,8502400.0,3.6623427219975e+26,0.737,0.0644,5311.0,50.3,115.402,115.15700000000001,126.506,127.71700000000001,120.706,108.46799999999999,112181889,129421307,0.248,1216.0,97.24700000000001
73994,12153412.0,3179116.0,99.764,8502400.0,3.7380237773821e+26,0.713,0.0642,5450.0,50.458,115.47,115.992,127.431,128.382,122.87100000000001,109.258,111584436,129838270,0.245,1611.0,98.0
76227,12153412.0,3179116.0,99.764,8502400.0,3.7554355554979e+26,0.69,0.0629,5226.0,50.2,115.52600000000001,116.654,126.57799999999999,127.10600000000001,124.363,109.96700000000001,111071043,130310345,0.243,1559.0,96.6
80558,12153412.0,3179116.0,99.764,8502400.0,3.7810694545118e+26,0.669,0.0632,5342.0,50.333,115.389,117.35799999999999,126.50399999999999,126.516,125.755,110.667,110823591,130903001,0.24100000000000002,1857.0,92.242
78228,12153412.0,2298997.0,99.764,8309035.0,3.8086354967239e+26,0.65,0.0636,5567.0,50.592,115.148,118.12200000000001,126.874,126.72,126.976,111.36200000000001,110136087,131179671,0.23800000000000002,1385.0,89.28299999999999
75479,12153412.0,2077119.0,99.764,7785536.0,3.8916898361438e+26,0.632,0.0632,5071.0,50.01,115.20700000000001,118.85,126.649,126.698,127.236,112.015,109588923,131577547,0.235,1568.0,89.829
67806,12153412.0,2077119.0,99.764,7785536.0,4.0252804603669004e+26,0.616,0.0647,5865.0,50.924,115.735,119.605,126.779,126.803,127.119,112.65700000000001,108519900,131919320,0.233,1135.0,85.60799999999999
65828,12153412.0,2077119.0,99.764,7785536.0,4.307381431105e+26,0.599,0.0621,4901.0,49.806000000000004,116.45,120.147,125.45700000000001,125.441,126.46,113.215,107299535,132146970,0.22899999999999998,1065.0,83.204
79854,12153412.0,2077119.0,99.764,7785536.0,4.5091692864233e+26,0.5820000000000001,0.0602,5209.0,50.159,116.96,120.397,122.895,122.696,125.314,113.667,106991252,132395724,0.226,1676.0,81.42399999999999
78631,12153412.0,2077119.0,99.764,7785536.0,4.6972671452632e+26,0.564,0.0598,5139.0,50.078,117.167,120.573,121.29,120.64299999999999,124.45100000000001,114.084,106366170,132263407,0.222,1364.0,78.461
78667,13466757.0,3390464.0,99.854,9098881.0,5.0366198642979e+26,0.546,0.06,4025.0,48.809,117.404,120.762,120.693,119.99799999999999,123.546,114.491,105814679,132430843,0.218,1439.0,73.017
73267,15605633.0,5529340.0,99.911,11237757.0,5.4197468022459996e+26,0.527,0.0597,3829.0,48.589,117.704,120.89,120.04,119.67299999999999,122.42399999999999,114.86200000000001,105455457,132872067,0.215,1649.0,66.0
73768,15605633.0,5529340.0,99.911,11237757.0,5.5546143198241005e+26,0.507,0.0575,3733.0,48.482,117.885,120.71600000000001,117.527,117.319,120.794,115.119,104841778,133244426,0.21100000000000002,1486.0,69.751
58257,15605633.0,5529340.0,99.911,11237757.0,5.7768977552399005e+26,0.484,0.0553,3834.0,48.603,117.95700000000001,120.24600000000001,114.056,113.52799999999999,118.462,115.26,103496404,133118594,0.207,909.799,73.54899999999999
56600,15605633.0,5529340.0,99.911,11237757.0,6.0240034009172e+26,0.46,0.053,3133.0,47.81100000000001,117.803,119.47,109.99600000000001,108.99799999999999,115.86200000000001,115.28299999999999,102784441,133405582,0.203,1599.0,72.494
60963,15605633.0,5529340.0,99.911,11237757.0,6.1566686150884994e+26,0.43200000000000005,0.052000000000000005,3358.0,48.086000000000006,117.522,118.583,107.02799999999999,105.772,113.537,115.25,101637381,133238200,0.19899999999999998,1124.0,75.98899999999999
66609,15605633.0,5304502.0,99.911,11237757.0,6.2557031713911e+26,0.40399999999999997,0.0533,3690.0,48.489,117.34899999999999,117.876,106.791,105.62,111.662,115.257,100794281,133227200,0.19399999999999998,1274.0,81.5
63763,15605633.0,4418375.0,99.911,10940245.0,6.6452533786805e+26,0.375,0.054000000000000006,3678.0,48.476000000000006,117.209,117.27600000000001,107.421,106.887,109.941,115.28200000000001,99901658,133325946,0.19,1335.0,84.999
66341,15605633.0,4418375.0,99.911,10757986.0,7.1028960118676e+26,0.34600000000000003,0.0535,3238.0,47.97,117.15299999999999,116.61399999999999,107.18299999999999,107.24799999999999,108.163,115.266,99123114,131454644,0.185,1499.0,88.095
75762,15605633.0,4418375.0,99.911,10757986.0,7.2636924282577e+26,0.316,0.0514,3401.0,48.173,117.096,115.691,105.01899999999999,105.084,106.426,115.145,98567625,131144985,0.18,1489.0,88.156
53810,15605633.0,4418375.0,99.911,10757986.0,7.4581276460249e+26,0.285,0.0501,3173.0,47.91,116.87100000000001,114.604,102.634,102.234,104.95,114.95299999999999,97306983,131165498,0.174,1155.0,89.295
48785,15948723.0,4761465.0,99.91799999999999,11101075.0,7.7601298565995e+26,0.254,0.0502,3180.0,47.918,116.53299999999999,113.539,101.495,100.73700000000001,104.15299999999999,114.749,96306587,129805175,0.16899999999999998,1205.0,89.925
56902,19339258.0,8152001.0,99.955,14491611.0,8.1914052423706e+26,0.223,0.0504,2330.0,46.938,116.134,112.527,101.17,100.583,103.694,114.542,95464867,129341895,0.16399999999999998,1263.0,88.775
63562,19339258.0,8152001.0,99.955,14491611.0,8.3770450220823e+26,0.192,0.0518,2545.0,47.214,115.82600000000001,111.72200000000001,102.416,102.17200000000001,103.28,114.385,94824215,128870472,0.158,1441.0,86.48299999999999
69145,19339258.0,8152001.0,99.955,14491611.0,8.380539617451201e+26,0.163,0.0526,2969.0,47.757,115.556,111.03,103.76,103.914,102.86,114.249,94078119,128098998,0.154,1294.0,83.838
67644,19339258.0,8152001.0,99.955,14491611.0,8.5995976362138e+26,0.136,0.0529,2897.0,47.672,115.241,110.40299999999999,104.79299999999999,105.225,102.7,114.119,93696144,127845053,0.149,1506.0,83.85799999999999
69098,19339258.0,8152001.0,99.955,14491611.0,8.8912903752384e+26,0.111,0.053,2966.0,47.761,114.887,109.811,105.43299999999999,105.829,103.15899999999999,113.984,93288794,127667260,0.14400000000000002,1617.0,83.889
58577,19339258.0,8152001.0,99.955,13758207.0,9.486981677183601e+26,0.086,0.0518,2732.0,47.485,114.38600000000001,109.087,104.552,104.83,103.648,113.786,92219667,127450177,0.139,1011.0,84.1
52055,19339258.0,8152001.0,99.955,12643432.0,9.9766718775853e+26,0.062,0.0508,2511.0,47.223,113.62200000000001,108.26799999999999,103.115,103.075,103.837,113.535,90944294,126645847,0.134,889.345,85.24
64862,19339258.0,7888504.0,99.955,12643432.0,1.0107708352289e+27,0.039,0.0492,2541.0,47.262,112.647,107.29,100.796,100.41,103.499,113.206,90257765,125839267,0.129,1349.0,86.425
61381,19339258.0,7185847.0,99.955,12643432.0,1.0193548829524e+27,0.015,0.0486,2585.0,47.321999999999996,111.59700000000001,106.29700000000001,99.022,98.396,102.58200000000001,112.84299999999999,89798747,124202298,0.124,1554.0,87.875
64996,19339258.0,7185847.0,99.955,12643432.0,1.060133712518e+27,-0.008,0.049,2560.0,47.291000000000004,110.585,105.42,98.51100000000001,97.82799999999999,101.56700000000001,112.492,89166591,123144360,0.11900000000000001,1348.0,89.193
61024,19339258.0,7185847.0,99.955,12643432.0,1.0818859251983999e+27,-0.031,0.0483,2646.0,47.41,109.61399999999999,104.51700000000001,97.555,97.17399999999999,100.249,112.10700000000001,88397310,122345250,0.114,1178.0,88.506
68613,19339258.0,7185847.0,99.955,12643432.0,1.1178744045427e+27,-0.054000000000000006,0.0461,2374.0,47.073,108.475,103.397,94.898,94.654,98.274,111.625,87783786,121249869,0.109,1228.0,88.353
60981,20177844.0,8024433.0,99.962,13482018.0,1.1469407677382001e+27,-0.078,0.0446,2292.0,46.971000000000004,107.209,102.15799999999999,92.09,91.488,96.21799999999999,111.07600000000001,86891170,120253494,0.10400000000000001,1295.0,91.241
50492,21335329.0,9181917.0,99.96799999999999,14639503.0,1.1982659985733e+27,-0.10300000000000001,0.0449,1973.0,46.576,105.98899999999999,101.037,90.959,90.04899999999999,94.525,110.538,85791875,119143425,0.099,1191.0,93.05
68676,21335329.0,9181917.0,99.96799999999999,14639503.0,1.2293152241012e+27,-0.128,0.0428,2033.0,46.662,104.613,99.72200000000001,88.28299999999999,87.62700000000001,92.68700000000001,109.91,85533860,116872641,0.094,1893.0,96.0
64158,21335329.0,9181917.0,99.96799999999999,14639503.0,1.2565599152232e+27,-0.155,0.0416,1929.0,46.531000000000006,103.24799999999999,98.34100000000001,85.744,85.109,90.68,109.234,84992568,114393365,0.08900000000000001,1541.0,95.875
66024,21335329.0,9181917.0,99.96799999999999,14639503.0,1.2948065801012e+27,-0.182,0.0407,2107.0,46.788999999999994,101.95100000000001,96.93299999999999,83.584,82.714,88.31200000000001,108.527,84579236,111986434,0.083,1863.0,95.495
60868,21335329.0,9181917.0,99.96799999999999,14330271.0,1.3385781970835e+27,-0.21100000000000002,0.0392,1745.0,46.33,100.57700000000001,95.417,81.02199999999999,80.23899999999999,85.721,107.766,84187511,109785322,0.078,1908.0,95.37200000000001
60509,21335329.0,7868572.0,99.96799999999999,13662329.0,1.3894774386478e+27,-0.24100000000000002,0.0365,1830.0,46.455,99.008,93.639,77.01899999999999,76.232,82.975,106.898,84054188,108672648,0.07200000000000001,2109.0,94.551
56535,21335329.0,5729696.0,99.96799999999999,13662329.0,1.4413997913713e+27,-0.275,0.033,1642.0,46.215,97.228,91.51,71.51,70.416,79.649,105.89,83216297,107469357,0.066,1376.0,95.46
48847,21335329.0,5729696.0,99.96799999999999,13662329.0,1.5253460596272e+27,-0.309,0.0349,1573.0,46.126000000000005,95.72,89.73700000000001,70.63,69.045,76.78,104.98299999999999,82367294,105193466,0.06,1469.0,96.89200000000001
63045,21335329.0,5729696.0,99.96799999999999,13662329.0,1.5898555263302002e+27,-0.34299999999999997,0.0368,1785.0,46.445,94.485,88.306,72.09,71.025,75.058,104.18299999999999,81903328,101368828,0.053,1546.0,97.39
67986,21335329.0,5729696.0,99.96799999999999,13662329.0,1.6652304655669e+27,-0.377,0.0362,1654.0,46.273999999999994,93.37,86.88799999999999,72.292,72.388,73.528,103.389,81945512,96596892,0.047,2053.0,95.932
64858,21335329.0,5729696.0,99.96799999999999,13662329.0,1.7174158423511e+27,-0.409,0.038,1892.0,46.635,92.435,85.766,74.14,74.417,72.751,102.698,81948686,94447457,0.040999999999999995,2109.0,94.179
73357,26107387.0,10501754.0,99.984,18434387.0,1.862928546313e+27,-0.43799999999999994,0.0407,1485.0,46.101000000000006,91.59899999999999,85.061,77.82,78.161,73.185,102.13799999999999,82035766,93584155,0.035,2003.0,93.381
78451,26162876.0,10557243.0,99.984,18489876.0,1.9662886102042e+27,-0.46299999999999997,0.0425,1449.0,46.053000000000004,90.831,84.635,81.40899999999999,82.331,74.89699999999999,101.65700000000001,82133880,93121100,0.028999999999999998,1792.0,93.038
63116,26162876.0,10557243.0,99.984,18489876.0,1.9876659071924998e+27,-0.484,0.044000000000000004,1830.0,46.638000000000005,90.20299999999999,84.458,84.75200000000001,85.964,78.054,101.24700000000001,82019182,93137089,0.023,2026.0,93.98899999999999
48402,26162876.0,10557243.0,99.984,18489876.0,2.0609240539471e+27,-0.501,0.0441,1731.0,46.505,89.713,84.32600000000001,86.454,87.609,80.683,100.84,81336389,92691095,0.018000000000000002,1459.0,94.93799999999999
62325,26162876.0,10557243.0,99.984,18489876.0,2.1286855277790998e+27,-0.514,0.0446,1698.0,46.46,89.348,84.29899999999999,87.875,88.715,82.932,100.458,80920015,91912400,0.012,1698.0,96.29299999999999
66221,26162876.0,10214153.0,99.984,18124600.0,2.1963561456939998e+27,-0.523,0.045,1693.0,46.45399999999999,89.0,84.337,88.9,89.42,85.42299999999999,100.085,81013732,91373929,0.006,2162.0,96.95200000000001
63007,26162876.0,6823617.0,99.984,17188580.0,2.2569833162265003e+27,-0.53,0.0444,1902.0,46.784,88.598,84.322,88.837,89.245,87.249,99.685,81333248,86288637,0.001,2351.0,96.54299999999999
63178,26162876.0,6823617.0,99.984,17188580.0,2.3195998312727998e+27,-0.535,0.0432,1543.0,46.288999999999994,88.025,84.186,87.66,87.821,87.961,99.236,81449986,85033843,-0.005,2105.0,96.796
58759,26162876.0,6823617.0,99.984,17188580.0,2.3648947855822e+27,-0.539,0.0419,1643.0,46.448,87.316,83.916,85.749,85.542,87.795,98.73299999999999,81161876,84401787,-0.01,1859.0,96.925
52399,26162876.0,6823617.0,99.984,17188580.0,2.4616729360237999e+27,-0.541,0.0419,1644.0,46.45,86.584,83.69200000000001,84.803,84.289,87.19,98.23899999999999,80283525,83616493,-0.016,1222.0,97.99600000000001
51123,26162876.0,6823617.0,99.984,17188580.0,2.5560104203771e+27,-0.5429999999999999,0.0419,1731.0,46.591,85.844,83.51899999999999,84.346,83.87,86.58,97.75200000000001,79425781,81998555,-0.021,1164.0,101.101
60318,27181693.0,7842434.0,99.986,18207397.0,2.6938503049952003e+27,-0.5429999999999999,0.0421,1337.0,46.035,85.19200000000001,83.406,84.223,83.98899999999999,85.838,97.277,79342216,80723833,-0.027000000000000003,1892.0,105.11
64299,31256961.0,11917702.0,99.991,22282665.0,2.7717299293284e+27,-0.542,0.0426,1256.0,45.922,84.64399999999999,83.40899999999999,84.73100000000001,84.635,85.169,96.837,79488631,78443766,-0.032,2245.0,107.292
65888,31256961.0,11917702.0,99.991,22282665.0,2.8029973733057e+27,-0.54,0.0432,1552.0,46.411,84.242,83.524,85.57799999999999,85.64200000000001,84.833,96.434,79458096,76775967,-0.037000000000000005,1844.0,106.115
66440,31256961.0,11917702.0,99.991,22282665.0,2.8686135210961e+27,-0.536,0.0439,1361.0,46.138999999999996,83.93,83.758,86.726,86.95200000000001,85.03200000000001,96.07700000000001,79272872,75829244,-0.042,1680.0,105.79899999999999
62886,31256961.0,11917702.0,99.991,22282665.0,2.9542273978225e+27,-0.53,0.0446,1451.0,46.288999999999994,83.63600000000001,84.098,87.96,88.292,85.79700000000001,95.759,79067930,75477197,-0.047,1872.0,107.66
51988,31256961.0,11917702.0,99.991,22282665.0,3.0466603027057e+27,-0.522,0.0443,1549.0,46.453,83.367,84.412,88.23299999999999,88.63,86.461,95.436,78219280,75134129,-0.052000000000000005,1101.0,108.695
49180,31256961.0,11917702.0,99.991,22282665.0,3.2009878302782e+27,-0.514,0.0442,1326.0,46.126999999999995,83.23700000000001,84.734,88.29299999999999,88.544,87.09899999999999,95.117,77693815,73002770,-0.055999999999999994,1456.0,111.875
67474,31256961.0,11079116.0,99.991,21402546.0,3.275918712608e+27,-0.503,0.0456,1602.0,46.596000000000004,83.302,85.25,89.76700000000001,89.822,88.119,94.87299999999999,77476994,72262939,-0.061,1626.0,115.28
69870,31256961.0,9921632.0,99.991,21180668.0,3.4287465296471e+27,-0.491,0.0465,1595.0,46.586000000000006,83.41,85.87899999999999,91.40799999999999,91.664,89.234,94.679,77823725,71433385,-0.065,2213.0,115.785
80900,31256961.0,9921632.0,99.991,21180668.0,3.5991804061086e+27,-0.47600000000000003,0.048,1529.0,46.486999999999995,83.756,86.691,93.704,94.223,90.602,94.557,77925746,71234295,-0.07,1665.0,118.34700000000001
114305,31256961.0,9921632.0,99.991,21180668.0,3.7437076004504e+27,-0.45899999999999996,0.0479,1440.0,46.352,84.178,87.473,94.79,95.446,91.745,94.436,78621304,71532232,-0.07400000000000001,2153.0,122.066
