difficulty30rsi,difficulty90var,fee_to_reward90rsiUSD,hashrate30var,median_transaction_fee7rocUSD,mining_profitability,price30smaUSD,price3wmaUSD,price7wmaUSD,sentinusd90emaUSD,size90trx,top100cap,transactionvalueUSD,priceUSD
76.385,5.4557534364816e+19,51.718999999999994,1.1213415073422e+34,15.908,0.732,584.51,620.067,613.153,1234666609,0.075,18.61,4972.0,608.3480000000001
76.385,5.3120967705948e+19,50.288000000000004,9.837944697979599e+33,7.611000000000001,0.758,585.567,623.033,617.332,1227771516,0.07400000000000001,18.619,4768.0,607.443
76.385,5.1533828810229e+19,49.793,1.0233226605801e+34,12.752,0.75,586.678,621.887,619.035,1221299475,0.07200000000000001,18.613,5178.0,607.971
81.719,5.0727303370322e+19,50.443999999999996,1.4077572154700001e+34,-4.934,0.6509999999999999,587.361,614.365,616.894,1216747821,0.07,18.659000000000002,4865.0,609.9259999999999
83.01100000000001,5.0083411929594e+19,51.258,1.4506920920266e+34,15.749,0.7490000000000001,588.456,610.356,615.17,1216511076,0.069,18.613,5059.0,608.701
83.01100000000001,4.9220671320908e+19,51.103,1.5908511358721e+34,-4.27,0.6709999999999999,589.837,609.469,613.694,1215207604,0.067,18.589000000000002,4996.0,597.9159999999999
83.01100000000001,4.8139081544232e+19,50.95399999999999,1.5341948724897e+34,3.5010000000000003,0.6990000000000001,591.094,609.856,612.0169999999999,1209438993,0.066,18.582,4083.0,597.849
83.01100000000001,4.6838642599606e+19,51.802,1.3358663822362e+34,0.42,0.629,592.222,609.151,610.414,1207983569,0.064,18.585,5477.0,599.46
83.01100000000001,4.5319354486998e+19,50.503,1.2958205996e+34,1.7369999999999999,0.737,593.341,608.122,609.094,1201105925,0.063,18.588,4156.0,603.368
83.01100000000001,4.3581217206398e+19,50.645,1.2894634817843e+34,3.3689999999999998,0.684,594.4540000000001,607.8580000000001,608.494,1196416621,0.061,18.58,5159.0,602.605
83.01100000000001,5.0426182354977e+19,50.418,1.4156092648678e+34,14.575999999999999,0.813,598.966,601.146,601.97,1207592400,0.052000000000000005,18.623,5874.0,611.559
90.337,5.4408454082214e+19,49.394,2.4731575571112e+34,-6.02,0.623,599.7769999999999,602.335,601.722,1205547003,0.05,18.59,5731.0,610.758
92.708,6.148067103804e+19,50.86600000000001,2.5419881463475e+34,-17.019000000000002,0.602,600.7919999999999,603.752,602.175,1209300233,0.048,18.587,5968.0,610.721
92.708,6.8303606581075e+19,50.653,2.601059238016e+34,-17.419,0.706,601.9159999999999,604.925,603.127,1205833251,0.047,18.585,4473.0,609.337
92.708,7.4877260711311e+19,51.326,2.7516618532903e+34,-9.238,0.601,602.913,605.137,603.909,1213144970,0.045,18.587,6551.0,610.4780000000001
92.708,8.1201633428773e+19,51.785,2.7341289694788e+34,-9.802999999999999,0.639,603.8430000000001,604.906,604.406,1210895230,0.043,18.724,4579.0,611.072
92.708,8.7276724733444e+19,51.815,2.6898780611474004e+34,-0.073,0.6779999999999999,604.8580000000001,604.797,604.722,1217020041,0.042,18.723,5939.0,613.763
92.708,9.3102534625317e+19,50.553999999999995,2.6940035117556e+34,-11.312000000000001,0.643,606.141,608.186,606.51,1210892785,0.040999999999999995,18.721,4389.0,617.237
92.708,9.869790741261e+19,50.608000000000004,2.7468074609123996e+34,6.894,0.591,607.394,610.048,607.805,1203322431,0.039,18.719,4500.0,616.581
92.708,1.0459792319349e+20,51.928000000000004,2.6074899733766e+34,7.153,0.742,608.425,610.873,608.8,1203597698,0.038,18.748,4701.0,616.2959999999999
92.708,1.1582431558208e+20,51.205,2.7977688619855e+34,3.6180000000000003,0.6779999999999999,608.758,610.138,609.826,1207091853,0.036000000000000004,18.737000000000002,5268.0,637.312
92.708,1.2115069218975e+20,51.721000000000004,2.6996980323104e+34,1.062,0.654,608.9,610.585,610.365,1211313547,0.035,18.694000000000003,5100.0,635.764
92.708,1.2628585573972e+20,51.95,2.6400867212828003e+34,1.466,0.623,609.025,612.318,611.3480000000001,1216612047,0.034,18.688,5474.0,636.521
95.23100000000001,1.3668493152133e+20,50.736000000000004,2.6816012459596998e+34,0.9279999999999999,0.68,608.89,615.0509999999999,612.883,1222089859,0.033,18.699,5852.0,639.211
96.35,1.5286299865973e+20,50.33,2.7979322774659996e+34,0.953,0.606,608.689,616.33,614.0509999999999,1231767733,0.032,18.695999999999998,7902.0,639.793
96.35,1.6853831038857e+20,52.31,2.7101400842691e+34,19.113,0.5329999999999999,608.436,616.548,614.939,1239701111,0.031,18.67,7188.0,638.715
96.35,1.8371086670784e+20,52.657,2.71899826485e+34,18.465,0.6679999999999999,608.813,624.006,619.46,1252188756,0.031,18.701,6863.0,637.034
96.35,2.3937353788925e+20,51.043,2.6722936932658004e+34,6.706,0.6709999999999999,612.556,637.74,634.49,1284297829,0.03,18.575,10353.0,641.524
96.35,2.5203303281576e+20,51.062,2.6691619777159e+34,18.588,0.615,613.605,639.054,636.82,1290655361,0.03,18.567999999999998,7958.0,653.664
96.35,2.6421122275795e+20,52.493,2.7154646695685003e+34,3.235,0.628,614.6469999999999,639.1569999999999,638.0509999999999,1288757506,0.03,18.573,5079.0,650.557
