activeaddresses,confirmationtime,difficulty30mom,difficulty3var,difficulty7mom,difficulty90var,difficulty90wma,fee_to_reward30stdUSD,fee_to_rewardUSD,hashrate3std,median_transaction_fee3trxUSD,median_transaction_feeUSD,mediantransactionvalueUSD,mining_profitability,mining_profitability90trx,price30emaUSD,price30smaUSD,price30varUSD,price30wmaUSD,price3emaUSD,price3momUSD,price3rocUSD,price3rsiUSD,price3wmaUSD,price7emaUSD,price7rocUSD,price7rsiUSD,price7smaUSD,price90smaUSD,top100cap,top100cap30roc,top100cap30rsi,top100cap30trx,top100cap7trx,top100cap90mom,top100cap90roc,top100cap90rsi,transactions,transactionvalueUSD,category
75756,7.273,2327950.0,-0.047,0.0,1168545930405.0,4430808.0,1.147,0.867,9120893942289.0,3.721,0.0474,64.987,7220.0,0.091,61.215,56.481,343.51800000000003,66.298,90.961,8.125,9.383,99.456,91.616,84.75200000000001,36.98,96.992,84.929,32.485,19.962,3.6,65.405,0.011000000000000001,0.191,0.426,2.1830000000000003,50.301,52572,2592.0,0
91875,7.956,2327950.0,-0.031,0.0,1243754847226.0,4492115.0,1.145,1.338,9102326460793.0,5.183,0.0539,94.955,7990.0,0.10400000000000001,64.217,58.99100000000001,405.594,69.605,99.355,20.295,23.206,99.811,100.288,90.501,50.27,98.20100000000001,90.07799999999999,33.536,20.024,3.498,66.711,0.013999999999999999,0.209,0.42700000000000005,2.1790000000000003,50.893,63095,4400.0,0
107142,8.229,2327950.0,-0.039,0.0,1315553871298.0,4552514.0,1.151,1.5959999999999999,4382926598167.0,6.968,0.06,102.53299999999999,8852.0,0.11699999999999999,67.816,61.879,499.42199999999997,73.541,109.679,30.953000000000003,34.759,99.902,111.70299999999999,97.87700000000001,51.448,98.75200000000001,95.902,34.722,19.987000000000002,3.051,65.191,0.017,0.21600000000000003,0.366,1.864,50.53,63766,4478.0,0
108890,9.351,2327950.0,-0.039,0.0,1383943002621.0,4612006.0,1.173,1.9480000000000002,5604231281746.0,7.181,0.0618,123.314,8777.0,0.132,71.413,64.777,596.59,77.521,116.62,28.846,30.456,99.919,119.74,104.29799999999999,44.093,98.869,101.303,35.948,19.99,3.408,65.257,0.02,0.214,0.45,2.302,50.559,66738,4249.0,0
100034,9.113999999999999,2637182.0,21249895805.0,309232.0,1468006625051.0,4677386.0,0.672,1.432,6941518587731.0,6.652,0.0643,125.18299999999999,9950.0,0.147,75.10600000000001,67.766,701.54,81.643,122.64200000000001,20.915,19.410999999999998,99.941,125.52,110.389,48.589,99.022,107.314,37.231,19.833,2.285,59.122,0.023,0.193,0.29,1.485,49.033,61215,4348.0,0
83086,8.834,3305124.0,166293184608.0,977174.0,1595799220682.0,4756464.0,0.6709999999999999,0.9470000000000001,8304863333104.0,5.981,0.0671,90.165,8923.0,0.163,78.913,70.904,812.71,85.92299999999999,128.378,14.110999999999999,11.759,99.959,130.53799999999998,116.32,53.353,99.164,113.979,38.576,19.833,2.292,59.132,0.026000000000000002,0.16399999999999998,0.23,1.171,49.037,51555,3458.0,0
87097,8.78,3305124.0,99143513866.0,977174.0,1718152888140.0,4834395.0,0.672,1.3019999999999998,9882068371770.0,5.654,0.071,64.295,9411.0,0.179,82.98899999999999,74.263,941.058,90.515,135.22899999999998,18.518,14.987,99.975,137.188,122.76,59.552,99.329,121.555,40.008,19.767,1.339,56.711000000000006,0.027999999999999997,0.129,0.141,0.72,48.403999999999996,63377,2445.0,0
113894,9.29,3305124.0,-0.039,977174.0,1838692472962.0,4911181.0,0.672,1.183,1246313681552.0,6.915,0.0818,130.618,10124.0,0.196,88.18700000000001,78.277,1159.0,96.27600000000001,149.395,34.896,27.122,99.99,151.49200000000002,132.96,72.687,99.587,131.39,41.677,19.689,0.889,54.048,0.03,0.08800000000000001,0.294,1.514,47.678999999999995,61525,4044.0,0
112075,8.182,3305124.0,-0.039,977174.0,1957321566010.0,4986854.0,0.672,1.11,2031418385078.0,9.62,0.0977,193.144,13352.0,0.215,95.104,83.309,1552.0,103.83200000000001,172.396,61.283,45.695,99.99600000000001,175.898,148.569,81.344,99.75200000000001,143.911,43.696000000000005,19.714000000000002,1.5490000000000002,54.763000000000005,0.032,0.053,0.32899999999999996,1.699,47.935,66803,6073.0,0
133453,7.539,3305124.0,-0.031,977174.0,2071119322547.0,5061446.0,0.6729999999999999,1.34,5815871392440.0,7.834,0.0892,339.149,12305.0,0.235,100.484,87.755,1786.0,109.97399999999999,175.44799999999998,36.419000000000004,25.633000000000003,68.465,181.642,156.05200000000002,48.746,79.994,152.268,45.527,19.762,1.646,56.115,0.033,0.027000000000000003,0.413,2.133,48.425,63690,8125.0,0
124611,9.0,3305124.0,-0.031,977174.0,2180085742573.0,5134959.0,0.631,1.5630000000000002,4482978136383.0,0.335,0.0575,115.115,7092.0,0.254,101.42,90.118,1742.0,111.73100000000001,145.224,-48.56,-29.69,24.65,149.566,145.789,-6.928999999999999,42.81399999999999,151.045,46.648999999999994,20.19,3.752,65.535,0.035,0.044000000000000004,0.8079999999999999,4.169,52.423,68247,4028.0,0
102963,8.324,3305124.0,-0.031,667941.0,2284220826087.0,5207391.0,0.63,1.291,5415232385745.0,-5.735,0.0462,98.59899999999999,6360.0,0.273,100.84100000000001,91.774,1664.0,111.881,118.835,-102.95100000000001,-52.688,18.382,114.306,132.453,-28.15,35.9,145.871,47.521,20.136,3.362,63.745,0.037000000000000005,0.07,0.76,3.92,51.908,58517,2789.0,0
82837,8.623,3007612.0,-0.039,0.0,2383524573089.0,5278743.0,0.636,0.958,2519151534939.0,-7.92,0.0492,70.79899999999999,6595.0,0.29100000000000004,100.686,93.61200000000001,1584.0,112.311,108.635,-80.064,-44.854,25.888,99.199,123.949,-26.603,38.954,140.774,48.46,20.137999999999998,3.3169999999999997,63.785,0.04,0.096,0.8540000000000001,4.43,51.927,53350,2395.0,0
71397,9.412,2825353.0,-0.039,0.0,2477996983579.0,5349015.0,0.63,1.38,1691684596535.0,-8.509,0.0459,48.534,5779.0,0.307,100.116,95.22,1498.0,112.197,100.242,-23.151,-20.131,22.478,94.14399999999999,115.92399999999999,-35.354,36.71,133.59799999999998,49.325,20.149,3.8139999999999996,63.997,0.042,0.11599999999999999,0.912,4.743,52.023999999999994,55318,1393.0,0
100248,8.78,2825353.0,-0.039,0.0,2567638057558.0,5418207.0,0.64,1.785,1075021802471.0,-8.286,0.0436,69.25399999999999,5865.0,0.32299999999999995,99.277,96.652,1411.0,111.67399999999999,93.675,-5.337999999999999,-5.774,19.679000000000002,90.57600000000001,108.72,-46.743,35.016,122.676,50.138000000000005,20.385,5.048,68.17699999999999,0.045,0.14800000000000002,1.166,6.064,54.059,54332,1672.0,1
100365,8.136000000000001,2825353.0,-0.039,0.0,2652447795025.0,5486319.0,0.598,1.165,5889552443079.0,-8.562999999999999,0.0375,54.821000000000005,4937.0,0.33799999999999997,97.713,97.689,1333.0,110.28,84.359,-23.392,-23.764,13.339,81.865,100.3,-61.595,30.796999999999997,105.48299999999999,50.81399999999999,20.518,5.801,70.193,0.048,0.188,1.3,6.763999999999999,55.141999999999996,67608,1984.0,1
105254,8.421,3190629.0,29650361526.0,365276.0,2758250272700.0,5561378.0,0.616,1.876,5533899207148.0,-7.6979999999999995,0.0389,70.344,5006.0,0.35100000000000003,96.42399999999999,98.738,1257.0,108.993,81.046,-14.115,-15.368,21.773000000000003,78.399,94.65899999999999,-56.451,32.900999999999996,91.088,51.513000000000005,20.389,5.34,65.99600000000001,0.051,0.212,1.197,6.239,53.895,56535,2375.0,1
82114,9.796,4126649.0,300325732177.0,1301296.0,2936841391024.0,5655840.0,0.617,1.148,4065029697104.0,-4.013999999999999,0.0473,91.95700000000001,4878.0,0.363,96.31200000000001,100.181,1181.0,108.73100000000001,87.863,7.572,8.692,59.235,85.758,94.664,-17.67,45.151,88.185,52.395,20.427,5.611000000000001,66.60600000000001,0.054000000000000006,0.22399999999999998,1.23,6.406000000000001,54.205,46484,11864.0,0
105015,10.511,4126649.0,194696319240.0,1301296.0,3107340479299.0,5748904.0,0.589,1.594,10103463194196.0,0.5670000000000001,0.0534,91.794,6198.0,0.375,96.98200000000001,101.81299999999999,1120.0,109.15100000000001,97.281,31.656999999999996,42.18600000000001,72.99600000000001,97.865,97.67299999999999,15.419,52.351000000000006,90.221,53.41,20.424,5.2139999999999995,66.502,0.057999999999999996,0.22699999999999998,1.22,6.356,54.173,59391,3353.0,0
74501,9.351,4126649.0,-0.078,1301296.0,3269747537528.0,5840570.0,0.573,1.19,10059351959366.0,3.943,0.0572,63.022,6887.0,0.386,98.111,103.49600000000001,1075.0,109.969,105.881,36.746,47.271,79.66199999999999,108.586,101.875,16.3,56.648,92.51299999999999,54.512,20.546,6.011,68.447,0.061,0.23,1.329,6.916,55.163000000000004,48148,2602.0,0
69875,8.182,4126649.0,-0.047,1301296.0,3424062565708.0,5930837.0,0.607,0.745,13995887670698.0,4.7589999999999995,0.0571,73.62,6616.0,0.397,99.155,105.11399999999999,1028.0,110.665,110.088,19.615,20.718000000000004,78.965,113.09100000000001,104.98,24.436999999999998,56.506,95.72,55.606,20.52,5.989,67.578,0.065,0.228,1.341,6.992000000000001,54.906000000000006,44048,2530.0,0
91717,9.412,4126649.0,-0.031,1301296.0,3570285563842.0,6019707.0,0.595,1.204,9803530087111.0,4.0680000000000005,0.0568,85.425,6062.0,0.40700000000000003,100.083,106.77799999999999,970.5,111.208,111.811,6.834,6.405,74.935,113.945,107.118,30.338,55.839,99.495,56.683,20.518,6.068,67.509,0.068,0.22,1.3,6.765,54.886,47041,3960.0,0
93177,8.571,3393244.0,-0.047,1301296.0,3705865399816.0,6107179.0,0.5720000000000001,1.4409999999999998,3648497243038.0,3.8939999999999997,0.0604,72.2,7056.0,0.41600000000000004,101.41799999999999,108.645,914.725,112.11200000000001,116.296,6.3,5.502999999999999,85.51,117.28399999999999,110.53399999999999,60.949,60.968999999999994,106.029,57.836000000000006,20.52,5.872000000000001,67.54,0.07200000000000001,0.207,1.252,6.499,54.901,61500,3176.0,0
102538,8.889,2278470.0,-0.047,936020.0,3823245990120.0,6193238.0,0.575,1.5230000000000001,1448541822142.0,4.945,0.0674,77.78699999999999,7469.0,0.426,103.572,110.834,880.7289999999999,113.79899999999999,125.54799999999999,20.505,17.941,93.486,126.58200000000001,116.6,73.41199999999999,69.079,114.181,59.145,20.311,4.452,60.742,0.075,0.175,1.1520000000000001,6.013,52.873999999999995,64861,4566.0,0
90770,8.372,2278470.0,-0.047,0.0,3931721326432.0,6277830.0,0.5720000000000001,1.393,2336684223240.0,5.382000000000001,0.0699,91.25,8539.0,0.435,105.905,113.102,852.3989999999999,115.664,132.644,26.205,23.081999999999997,94.954,134.933,122.385,47.593,71.513,120.618,60.511,20.382,4.035,62.091,0.077,0.14300000000000002,1.177,6.126,53.468,62394,3672.0,0
86205,8.421,2278470.0,-0.047,0.0,4031291408750.0,6360955.0,0.564,0.9440000000000001,6442667670723.0,4.02,0.0665,91.286,7248.0,0.444,107.65,114.89200000000001,824.092,116.944,132.79399999999998,12.164000000000001,10.072000000000001,64.814,135.519,125.025,24.596999999999998,63.494,124.368,61.797,20.42,3.812,62.787,0.079,0.11599999999999999,1.067,5.513,53.777,55093,2893.0,0
78259,9.796,2278470.0,-0.047,0.0,4121956237076.0,6442615.0,0.5720000000000001,1.054,6731190038565.0,1.9869999999999999,0.0632,85.83200000000001,6431.0,0.45299999999999996,108.854,116.244,798.309,117.681,129.555,-8.484,-6.294,44.25899999999999,130.763,125.348,10.339,56.308,126.05799999999999,63.00899999999999,20.167,2.323,55.678000000000004,0.081,0.075,0.794,4.096,51.448,44222,2291.0,0
118060,8.136000000000001,2278470.0,-0.047,0.0,4203715811408.0,6522807.0,0.606,0.7390000000000001,6869440942885.0,0.45799999999999996,0.062,72.582,7773.0,0.461,109.834,117.492,769.4680000000001,118.185,126.8,-15.695,-11.232000000000001,38.056,126.285,125.022,8.531,53.872,127.45100000000001,64.19,20.183,1.625,56.022,0.08199999999999999,0.034,0.813,4.196000000000001,51.59,41702,1703.0,0
86965,8.276,2278470.0,-0.047,0.0,4276570131748.0,6601533.0,0.609,1.044,6736500898664.0,0.34,0.0653,91.26100000000001,7263.0,0.469,111.171,118.929,743.0189999999999,119.02799999999999,128.68,-2.384,-1.794,61.358999999999995,127.681,126.40700000000001,14.995999999999999,59.708,129.884,65.435,20.057000000000002,0.501,52.838,0.083,-0.011000000000000001,0.654,3.372,50.473,51602,4764.0,0
76917,9.664,3158588.0,172135162163.0,880118.0,4416478161259.0,6698136.0,0.605,1.217,7563936886097.0,0.79,0.0672,75.671,6393.0,0.47600000000000003,112.67399999999999,120.443,719.012,120.03,131.572,8.148,6.4510000000000005,71.124,131.42600000000002,128.421,11.33,62.982,131.839,66.718,20.088,1.22,53.512,0.083,-0.048,0.599,3.072,50.739,47450,2824.0,0
83615,9.536,3380467.0,226470602801.0,1101997.0,4566138193669.0,6797933.0,0.59,1.074,3900855256859.0,0.03,0.0623,88.1,6340.0,0.483,113.447,121.441,696.544,120.302,128.11700000000002,0.617,0.49700000000000005,36.442,128.912,127.48100000000001,-7.521,50.872,130.39,67.884,20.156,0.971,54.958999999999996,0.083,-0.069,0.705,3.627,51.31399999999999,55176,3054.0,0
81968,10.745999999999999,3380467.0,10940021605.0,1101997.0,4703324940710.0,6895995.0,0.598,1.548,7107697631335.0,-1.819,0.0555,71.153,5352.0,0.488,113.29299999999999,121.551,693.883,119.632,119.583,-19.511,-14.944,18.079,119.48899999999999,123.37299999999999,-20.531999999999996,38.789,126.292,68.893,20.215,0.956,56.19,0.08199999999999999,-0.076,0.7509999999999999,3.8569999999999998,51.809,55295,1811.0,0
82857,10.511,3380467.0,-0.062,1101997.0,4828038402382.0,6992321.0,0.5870000000000001,1.3130000000000002,4161540520953.0,-3.528,0.0513,71.191,5046.0,0.493,112.609,120.97399999999999,705.323,118.415,111.139,-31.77,-23.627,12.349,109.14,118.20299999999999,-22.754,33.150999999999996,121.97,69.812,20.229,1.212,56.479,0.08199999999999999,-0.07200000000000001,0.8190000000000001,4.218,51.926,51275,1610.0,0
69993,9.057,3380467.0,-0.078,1101997.0,4940278578686.0,7086912.0,0.534,1.139,3800971535123.0,-3.8,0.0525,46.458,5658.0,0.498,112.12,120.35700000000001,713.182,117.387,108.089,-19.622,-15.74,22.671,105.259,114.913,-16.843,36.189,118.931,70.757,20.203,1.0659999999999998,55.765,0.081,-0.066,0.797,4.109,51.68899999999999,50102,1047.0,0
72149,8.727,3071234.0,-0.078,1101997.0,5040045469621.0,7179767.0,0.546,0.882,4189584453790.0,-2.4290000000000003,0.0567,59.378,6262.0,0.501,112.20700000000001,119.85,712.21,116.94200000000001,110.77600000000001,2.414,2.174,52.681000000000004,108.861,114.55,-8.53,46.396,117.419,71.794,20.175,1.725,54.993,0.08,-0.061,0.787,4.058,51.435,50167,1435.0,0
85210,8.675,2403293.0,-0.078,1101997.0,5137023472602.0,7270886.0,0.536,1.264,11339284884099.0,-1.234,0.0565,64.307,5457.0,0.504,112.259,119.147,706.495,116.501,111.89,10.31,10.04,51.062,111.83,114.164,-13.446,45.928999999999995,114.911,72.82600000000001,20.096,1.3259999999999998,52.871,0.078,-0.062,0.6890000000000001,3.552,50.727,53174,1810.0,0
109120,8.571,2403293.0,-0.062,221879.0,5232294401290.0,7360306.0,0.5379999999999999,1.103,9897224329105.0,-0.787,0.0552,70.008,5568.0,0.507,112.137,118.09,690.4119999999999,115.935,111.133,5.335,5.079,40.39,111.766,113.21700000000001,-17.915,43.034,111.47,73.825,20.097,1.6740000000000002,52.898,0.077,-0.065,0.7190000000000001,3.7119999999999997,50.736999999999995,56567,1910.0,0
102439,8.727,2403293.0,-0.062,0.0,5316145264416.0,7448065.0,0.537,1.249,2334009787987.0,-0.649,0.0548,76.058,5355.0,0.509,111.973,116.291,620.663,115.387,110.36399999999999,-3.8689999999999998,-3.41,36.952,110.42299999999999,112.311,-12.087,42.114,109.31700000000001,74.807,20.125999999999998,2.222,53.604,0.075,-0.064,0.731,3.7689999999999997,50.99100000000001,50274,1799.0,0
81940,8.78,2403293.0,-0.062,0.0,5388576061981.0,7534163.0,0.5489999999999999,1.585,2026891054893.0,-0.6709999999999999,0.0542,59.976000000000006,5442.0,0.51,111.744,113.39200000000001,405.733,114.87899999999999,109.39200000000001,-4.585,-4.0569999999999995,30.996,109.137,111.338,-2.367,40.592,108.94200000000001,75.767,20.137,2.145,53.86600000000001,0.073,-0.061,0.762,3.931,51.085,66610,1135.0,0
84341,8.372,2403293.0,-0.047,0.0,5449586793985.0,7618600.0,0.5529999999999999,1.476,2110220109820.0,-0.382,0.0553,59.973,5770.0,0.511,111.666,111.126,259.572,114.695,109.96600000000001,0.165,0.149,51.957,109.675,111.139,7.64,44.793,110.06200000000001,76.742,20.063,1.5219999999999998,51.765,0.071,-0.061,0.7340000000000001,3.8,50.409,67709,1487.0,0
80919,7.912000000000001,2403293.0,-0.031,0.0,5499177460428.0,7701376.0,0.5429999999999999,1.341,4032110983056.0,0.073,0.0563,46.253,5926.0,0.511,111.72,111.04299999999999,259.128,114.78399999999999,111.234,2.908,2.653,66.215,111.16799999999999,111.48,7.104,48.713,111.12799999999999,77.734,20.028,-0.799,50.798,0.069,-0.065,0.6859999999999999,3.548,50.092,73220,1054.0,0
69607,8.571,2628131.0,11233812762.0,224838.0,5555966504632.0,7787434.0,0.544,1.3319999999999999,6425298960813.0,12.857999999999999,0.11199999999999999,52.908,5199.0,0.511,111.721,111.686,247.201,114.82799999999999,111.486,3.318,3.06,56.426,111.79299999999999,111.544,-1.521,47.18899999999999,110.882,78.712,20.009,-0.628,50.262,0.066,-0.07,0.6509999999999999,3.362,49.918,65260,958.6569999999999,0
82796,8.276,3514258.0,230001626678.0,1110965.0,5683226128875.0,7891250.0,0.5329999999999999,1.331,6528887944946.0,5.856,0.0561,66.581,5179.0,0.51,111.755,112.146,241.146,114.86399999999999,111.863,1.7009999999999998,1.5390000000000001,61.976000000000006,112.117,111.71799999999999,-0.6759999999999999,48.428000000000004,110.773,79.691,20.000999999999998,-0.6779999999999999,50.038000000000004,0.064,-0.075,0.5710000000000001,2.94,49.846000000000004,60824,2074.0,0
83723,9.351,3514258.0,174493375386.0,1110965.0,5795029835465.0,7993135.0,0.536,1.472,4139410785618.0,-0.10800000000000001,0.0543,56.878,4670.0,0.509,111.553,112.706,227.512,114.63799999999999,110.249,-3.867,-3.438,26.17,110.354,110.947,-1.5759999999999998,40.494,110.524,80.62899999999999,20.022000000000002,-0.631,50.623000000000005,0.061,-0.076,0.5870000000000001,3.0180000000000002,50.033,66316,1303.0,0
84759,10.213,3514258.0,-0.078,1110965.0,5891377624403.0,8093088.0,0.525,1.6909999999999998,11473541845467.0,-3.353,0.0523,61.821999999999996,4587.0,0.507,111.103,113.288,207.533,114.113,107.412,-7.162000000000001,-6.41,13.245999999999999,107.206,109.354,-4.58,33.324,109.807,81.51100000000001,20.046,-1.663,51.336999999999996,0.059000000000000004,-0.07200000000000001,0.627,3.227,50.261,64030,1228.0,0
84162,9.73,3514258.0,-0.078,1110965.0,5972269495688.0,8191109.0,0.594,2.053,8930064171880.0,-4.166,0.0535,67.321,4982.0,0.504,110.839,114.353,158.959,113.70700000000001,107.206,-5.2410000000000005,-4.669,39.857,106.464,108.766,-1.31,40.648,109.604,82.40700000000001,20.142,-1.8330000000000002,54.026,0.055999999999999994,-0.057999999999999996,0.759,3.915,51.141999999999996,61010,1259.0,0
78453,8.943999999999999,3148981.0,-0.031,1110965.0,6037705449320.0,8287197.0,0.555,1.361,4509718136678.0,-3.463,0.0552,68.267,5231.0,0.502,110.816,115.445,113.564,113.458,108.84899999999999,1.8559999999999999,1.709,63.823,108.34200000000001,109.197,-0.043,49.893,109.59700000000001,83.34,20.111,-1.364,53.041000000000004,0.054000000000000006,-0.043,0.728,3.7569999999999997,50.846000000000004,58570,1620.0,0
68371,9.664,2212961.0,-0.031,1110965.0,6087685485299.0,8381354.0,0.5589999999999999,1.054,4568832636066.0,-2.227,0.0564,80.035,5206.0,0.499,110.945,116.05,99.055,113.289,110.83200000000001,8.24,7.88,74.118,111.071,110.102,0.278,55.299,109.64200000000001,84.29799999999999,20.113,-1.537,53.103,0.051,-0.03,0.922,4.802,50.86600000000001,52066,1618.0,0
64226,9.231,2212961.0,-0.047,886127.0,6151478207977.0,8473578.0,0.547,1.198,7132531171195.0,-1.23,0.0565,57.043,4934.0,0.495,111.072,116.257,96.427,113.086,111.868,5.905,5.519,74.539,112.473,110.802,1.045,55.516000000000005,109.809,85.258,20.098,-1.5959999999999999,52.604,0.049,-0.02,0.91,4.743,50.72,47664,1003.0,0
71676,11.163,2212961.0,-0.078,0.0,6202114660158.0,8563960.0,0.547,1.3330000000000002,9790196097998.0,-0.5710000000000001,0.0566,75.782,4693.0,0.491,111.209,116.214,96.632,112.88799999999999,112.53399999999999,2.708,2.451,76.421,113.037,111.402,0.8540000000000001,56.324,109.946,86.208,20.11,-2.126,52.963,0.047,-0.011000000000000001,0.909,4.735,50.832,48692,1263.0,0
82573,9.536,2212961.0,-0.078,0.0,6238727655248.0,8652501.0,0.511,1.22,11118034526796.0,0.018000000000000002,0.0576,88.835,5631.0,0.48700000000000004,111.471,116.24700000000001,96.537,112.82799999999999,113.90700000000001,2.465,2.185,86.779,114.191,112.37100000000001,6.117000000000001,62.016999999999996,110.895,87.167,20.084,-2.125,52.083999999999996,0.045,-0.006999999999999999,0.737,3.807,50.582,53791,1439.0,0
74802,9.231,2212961.0,-0.078,0.0,6261317193246.0,8739201.0,0.51,1.2670000000000001,9356022666493.0,0.456,0.0583,92.055,5211.0,0.483,111.80799999999999,116.352,96.287,112.85600000000001,115.296,3.78,3.3480000000000003,90.852,115.63600000000001,113.45,11.581,65.556,112.625,88.139,20.132,-1.883,53.57,0.043,-0.001,0.785,4.058,51.037,51834,1669.0,0
83266,8.276,2212961.0,-0.078,0.0,6269883274153.0,8824061.0,0.507,1.285,10686007299476.0,0.8170000000000001,0.0593,90.044,5784.0,0.479,112.25200000000001,116.28299999999999,95.81200000000001,113.008,116.99600000000001,5.496,4.856,94.492,117.456,114.76100000000001,10.931,70.191,114.296,89.132,20.112000000000002,-1.986,52.878,0.040999999999999995,0.003,0.706,3.639,50.843999999999994,59615,1406.0,0
84962,8.521,2212961.0,-0.078,0.0,6264425897968.0,8907081.0,0.502,1.1340000000000001,5745691353051.0,1.5230000000000001,0.0623,99.751,5588.0,0.474,113.04899999999999,115.943,86.575,113.545,120.8,9.324,8.089,98.0,121.315,117.22200000000001,12.773,79.601,116.31200000000001,90.195,20.143,-0.8240000000000001,53.852,0.039,0.008,0.7829999999999999,4.044,51.138999999999996,55232,1707.0,0
69624,8.727,2476458.0,15428992260.0,263497.0,6266845828596.0,8994052.0,0.502,1.137,4458459276683.0,2.043,0.0639,75.408,5608.0,0.47,113.99600000000001,115.542,72.165,114.305,124.262,11.039000000000001,9.46,98.671,125.18,119.848,13.216,82.92299999999999,118.44200000000001,91.294,19.901,-2.359,46.11,0.037000000000000005,-0.006,0.655,3.404,48.812,51115,1822.0,0
69657,8.834,3179116.0,166290249913.0,966154.0,6318752595334.0,9094561.0,0.52,0.7709999999999999,4158033030434.0,2.105,0.0644,84.322,5311.0,0.465,114.948,115.402,67.865,115.15700000000001,126.506,10.054,8.47,98.859,127.71700000000001,122.073,14.034,83.926,120.706,92.405,19.908,-2.508,46.321999999999996,0.034,-0.026000000000000002,0.69,3.588,48.873999999999995,40559,1216.0,0
73994,8.182,3179116.0,109717278293.0,966154.0,6352809780071.0,9192994.0,0.518,1.103,7966902384209.0,1.7619999999999998,0.0642,73.29899999999999,5450.0,0.46,115.81299999999999,115.47,69.483,115.992,127.431,3.7510000000000003,3.01,91.37,128.382,123.64399999999999,13.388,81.767,122.87100000000001,93.507,19.976,-0.946,48.541000000000004,0.032,-0.039,0.728,3.783,49.534,52582,1611.0,0
76227,9.113999999999999,3179116.0,-0.062,966154.0,6369017382807.0,9289350.0,0.48200000000000004,1.3719999999999999,6952778519531.0,1.052,0.0629,90.398,5226.0,0.455,116.45200000000001,115.52600000000001,70.53399999999999,116.654,126.57799999999999,-1.999,-1.565,52.015,127.10600000000001,124.164,9.061,68.14699999999999,124.363,94.572,19.977,-1.024,48.577,0.03,-0.046,0.742,3.855,49.545,56912,1559.0,0
80558,8.571,3179116.0,-0.031,966154.0,6367375403541.0,9383630.0,0.474,1.23,6889169647056.0,0.598,0.0632,99.887,5342.0,0.45,117.096,115.389,66.944,117.35799999999999,126.50399999999999,-2.32,-1.8019999999999998,59.099,126.516,124.73100000000001,8.351,69.72399999999999,125.755,95.62899999999999,19.927,-0.645,47.06100000000001,0.027999999999999997,-0.054000000000000006,0.68,3.533,49.073,54892,1857.0,0
78228,8.045,2298997.0,0.0,966154.0,6366377419091.0,9475834.0,0.48100000000000004,1.053,5784947539340.0,0.409,0.0636,91.552,5567.0,0.445,117.751,115.148,59.442,118.12200000000001,126.874,-1.111,-0.865,67.431,126.72,125.359,7.202000000000001,71.618,126.976,96.67299999999999,19.945999999999998,-0.705,47.706,0.026000000000000002,-0.057,0.713,3.7089999999999996,49.26,57247,1385.0,0
75479,8.229,2077119.0,0.031,966154.0,6395258410585.0,9566009.0,0.484,1.023,8043525566033.0,0.215,0.0632,104.96600000000001,5071.0,0.44,118.31,115.20700000000001,60.659,118.85,126.649,0.698,0.556,51.552,126.698,125.625,1.46,66.71,127.236,97.71,19.878,-1.381,45.625,0.023,-0.063,0.609,3.161,48.607,54171,1568.0,0
67806,6.761,2077119.0,0.0,702658.0,6409172842506.0,9654282.0,0.506,0.772,10424480138724.0,0.39,0.0647,72.57,5865.0,0.435,118.865,115.735,64.368,119.605,126.779,0.478,0.37799999999999995,59.916000000000004,126.803,125.946,-0.639,68.212,127.119,98.759,19.881,-1.655,45.735,0.021,-0.068,0.534,2.758,48.638000000000005,54098,1135.0,0
65828,7.236000000000001,2077119.0,0.031,0.0,6408120714852.0,9740654.0,0.515,0.976,14129733183525.0,-0.051,0.0621,78.22,4901.0,0.429,119.205,116.45,60.54,120.147,125.45700000000001,-3.11,-2.444,24.151,125.441,125.493,-3.5839999999999996,52.434,126.46,99.76799999999999,19.884,-1.7080000000000002,45.841,0.019,-0.071,0.488,2.5180000000000002,48.668,49748,1065.0,0
79854,6.761,2077119.0,0.0,0.0,6392102027625.0,9825126.0,0.516,1.0979999999999999,9426487440178.0,-0.716,0.0602,87.36200000000001,5209.0,0.424,119.27799999999999,116.96,56.443000000000005,120.397,122.895,-6.09,-4.8180000000000005,10.843,122.696,124.20299999999999,-6.25,38.275,125.314,100.698,19.797,-2.008,43.227,0.016,-0.077,0.466,2.411,47.845,55661,1676.0,1
78631,6.761,2077119.0,0.0,0.0,6361116780823.0,9907695.0,0.507,1.012,2389560390368.0,-1.058,0.0598,97.318,5139.0,0.418,119.304,117.167,56.24,120.573,121.29,-7.223,-5.692,9.504,120.64299999999999,123.074,-4.803999999999999,36.325,124.45100000000001,101.595,19.784000000000002,-1.9380000000000002,42.836999999999996,0.013999999999999999,-0.084,0.39399999999999996,2.033,47.718999999999994,57409,1364.0,1
78667,7.8260000000000005,3390464.0,383305537289.0,1313345.0,6438715473404.0,10017229.0,0.507,1.294,13410118494245.0,-1.023,0.06,82.056,4025.0,0.413,119.355,117.404,55.893,120.762,120.693,-4.039,-3.2539999999999996,19.007,119.99799999999999,122.329,-5.01,38.635999999999996,123.546,102.485,19.869,-1.128,46.068999999999996,0.011000000000000001,-0.083,0.48100000000000004,2.479,48.597,56376,1439.0,1
