activeaddresses,activeaddresses30wma,activeaddresses7trx,confirmationtime,confirmationtime30sma,confirmationtime3ema,confirmationtime3wma,confirmationtime7wma,confirmationtime90ema,confirmationtime90wma,fee_to_reward3stdUSD,fee_to_reward7emaUSD,fee_to_reward7smaUSD,fee_to_rewardUSD,hashrate30mom,hashrate30trx,hashrate7std,median_transaction_feeUSD,mediantransactionvalue30emaUSD,mediantransactionvalue90trxUSD,mediantransactionvalueUSD,mining_profitability,price30rocUSD,price30rsiUSD,price3momUSD,price3rocUSD,price3rsiUSD,price3trxUSD,price7momUSD,price7rocUSD,price7rsiUSD,priceUSD,size3sma,size90mom,size90roc,size90sma,top100cap,top100cap90rsi,transactions,transactions3var,transactions7var,transactions90std,transactions90var,transactionvalueUSD,category
75756,68908.0,1.516,7.273,8.4,7.882999999999999,7.864,8.282,8.93,8.698,0.494,1.172,1.301,0.867,33289359261546.0,1.3730000000000002,11901094115686.0,0.0474,44.501999999999995,0.207,64.987,7220.0,185.993,93.774,8.125,9.383,99.456,3.7230000000000003,25.57,36.98,96.992,94.715,158276.0,50223.0,56.409,154528.0,19.962,50.301,52572,38831985.0,38380777.0,16078.0,64627438,2592.0,1
91875,70657.0,1.611,7.956,8.367,7.92,7.822,8.099,8.908999999999999,8.672,0.385,1.214,1.3219999999999998,1.338,28898599580993.0,1.406,11887441553889.0,0.0539,47.757,0.23,94.955,7990.0,231.96400000000003,94.98700000000001,20.295,23.206,99.811,5.184,36.045,50.27,98.20100000000001,107.749,154176.0,61367.0,53.794,155210.0,20.024,50.893,63095,62113871.0,41064926.0,15980.0,63840999,4400.0,1
107142,73293.0,2.166,8.229,8.373,8.074,7.978,8.042,8.894,8.652000000000001,0.604,1.31,1.2919999999999998,1.5959999999999999,22644792950968.0,1.435,7672492273609.0,0.06,51.291000000000004,0.256,102.53299999999999,8852.0,259.795,95.785,30.953000000000003,34.759,99.902,6.968,40.765,51.448,98.75200000000001,120.00299999999999,166303.0,76185.0,70.527,156056.0,19.987000000000002,50.53,63766,26276601.0,45047715.0,15982.0,63855681,4478.0,1
108890,75926.0,2.7969999999999997,9.351,8.339,8.712,8.744,8.363999999999999,8.904,8.657,0.499,1.469,1.382,1.9480000000000002,20952983860921.0,1.456,7013418016731.0,0.0618,55.938,0.285,123.314,8777.0,237.355,95.977,28.846,30.456,99.919,7.181,37.81,44.093,98.869,123.56200000000001,193740.0,79757.0,56.24100000000001,156943.0,19.99,50.559,66738,2506053.0,54314709.0,16206.0,65661184,4249.0,1
100034,77877.0,3.094,9.113999999999999,8.334,8.913,9.045,8.573,8.908999999999999,8.657,0.43,1.46,1.389,1.432,18052965546765.0,1.4680000000000002,8735347100869.0,0.0643,60.405,0.317,125.18299999999999,9950.0,229.99200000000002,96.23299999999999,20.915,19.410999999999998,99.941,6.652,42.073,48.589,99.022,128.664,198614.0,71827.0,60.746,157741.0,19.833,49.033,61215,5093768.0,53572936.0,16024.0,64193454,4348.0,1
83086,78668.0,2.801,8.834,8.328,8.874,9.014,8.683,8.907,8.651,0.8170000000000001,1.3319999999999999,1.315,0.9470000000000001,29481914738664.0,1.479,9094706513828.0,0.0671,62.325,0.35,90.165,8923.0,235.372,96.479,14.110999999999999,11.759,99.959,5.982,46.659,53.353,99.164,134.114,190067.0,57958.0,57.608000000000004,158385.0,19.833,49.037,51555,39371402.0,59507406.0,15424.0,59472284,3458.0,1
87097,79682.0,2.365,8.78,8.321,8.827,8.854,8.761000000000001,8.904,8.644,0.41,1.324,1.347,1.3019999999999998,27921624910729.0,1.489,8740512343785.0,0.071,62.452,0.38299999999999995,64.295,9411.0,244.10299999999998,96.79700000000001,18.518,14.987,99.975,5.654,53.03,59.552,99.329,142.08,184681.0,100010.0,94.885,159496.0,19.767,48.403999999999996,63377,26416614.0,29681200.0,15284.0,58397618,2445.0,1
113894,82359.0,2.425,9.29,8.346,9.059,9.044,8.957,8.913,8.648,0.295,1.2890000000000001,1.392,1.183,27667086857724.0,1.4980000000000002,8053492716857.0,0.0818,66.85,0.418,130.618,10124.0,278.959,97.44,34.896,27.122,99.99,6.915,68.845,72.687,99.587,163.561,186365.0,45815.0,30.685,160005.0,19.689,47.678999999999995,61525,26954499.0,19648358.0,15008.0,56310715,4044.0,1
112075,84790.0,2.582,8.182,8.357000000000001,8.62,8.651,8.805,8.897,8.628,0.158,1.244,1.36,1.11,26026202102526.0,1.506,8861372838837.0,0.0977,74.998,0.45899999999999996,193.144,13352.0,339.904,98.04299999999999,61.283,45.695,99.99600000000001,9.62,87.647,81.344,99.75200000000001,195.39700000000002,193219.0,30792.0,20.758000000000003,160347.0,19.714000000000002,47.935,66803,4780518.0,22905042.0,15049.0,56620209,6073.0,0
133453,88482.0,3.0869999999999997,7.539,8.315,8.08,8.045,8.482999999999999,8.867,8.595,0.192,1.268,1.3230000000000002,1.34,31436013998035.0,1.518,11374186667831.0,0.0892,92.04,0.514,339.149,12305.0,295.611,86.819,36.419000000000004,25.633000000000003,68.465,7.834,58.497,48.746,79.994,178.5,180896.0,4759.0,2.908,160400.0,19.762,48.425,63690,4692809.0,22870439.0,15166.0,57499297,8125.0,0
124611,91432.0,3.406,9.0,8.26,8.54,8.377,8.551,8.87,8.594,0.37,1.3419999999999999,1.268,1.5630000000000002,36854858265789.0,1.527,10458008745264.0,0.0575,93.529,0.568,115.115,7092.0,160.724,60.08,-48.56,-29.69,24.65,0.335,-8.561,-6.928999999999999,42.81399999999999,115.0,188022.0,29318.0,15.663,160726.0,20.19,52.423,68247,3615795.0,25136402.0,15427.0,59494684,4028.0,0
102963,92845.0,3.1489999999999996,8.324,8.232000000000001,8.432,8.418,8.463,8.857999999999999,8.58,0.237,1.329,1.248,1.291,29894183457997.0,1.5330000000000001,5179945926194.0,0.0462,93.85600000000001,0.621,98.59899999999999,6360.0,116.065,53.973,-102.95100000000001,-52.688,18.382,-5.735,-36.218,-28.15,35.9,92.446,182904.0,677.8760000000001,0.41600000000000004,160733.0,20.136,51.908,58517,15799898.0,26898472.0,15321.0,58683492,2789.0,1
82837,92875.0,2.33,8.623,8.251,8.527000000000001,8.586,8.477,8.853,8.572000000000001,0.495,1.237,1.25,0.958,23254334329829.0,1.5330000000000001,4885643766853.0,0.0492,92.368,0.6709999999999999,70.79899999999999,6595.0,127.31700000000001,55.223,-80.064,-44.854,25.888,-7.92,-35.678000000000004,-26.603,38.954,98.435,175153.0,-17178.0,-10.58,160542.0,20.137999999999998,51.927,53350,38143489.0,21957166.0,15279.0,58358928,2395.0,0
71397,92119.0,1.22,9.412,8.286,8.97,8.967,8.697000000000001,8.865,8.583,0.363,1.272,1.261,1.38,19185941030728.0,1.5290000000000001,5200368715692.0,0.0459,89.54,0.7170000000000001,48.534,5779.0,110.682,53.568000000000005,-23.151,-20.131,22.478,-8.509,-50.231,-35.354,36.71,91.84899999999999,161378.0,48059.0,37.809,161076.0,20.149,52.023999999999994,55318,4533835.0,27235647.0,15114.0,57106130,1393.0,0
100248,93208.0,0.622,8.78,8.304,8.875,8.965,8.736,8.863,8.58,0.675,1.4,1.347,1.785,21027375414742.0,1.52,5478034254668.0,0.0436,88.23100000000001,0.7609999999999999,69.25399999999999,5865.0,97.26100000000001,52.398,-5.337999999999999,-5.774,19.679000000000002,-8.286,-76.453,-46.743,35.016,87.10799999999999,160748.0,3590.0,2.2680000000000002,161116.0,20.385,54.059,54332,645505.0,32624231.0,14960.0,55948836,1672.0,0
100365,94198.0,0.314,8.136000000000001,8.345,8.505,8.562999999999999,8.632,8.847000000000001,8.562999999999999,0.514,1.3419999999999999,1.355,1.165,21297182930534.0,1.511,6028148517948.0,0.0375,86.07600000000001,0.8009999999999999,54.821000000000005,4937.0,70.821,49.549,-23.392,-23.764,13.339,-8.562999999999999,-120.354,-61.595,30.796999999999997,75.043,172749.0,453.06800000000004,0.251,161121.0,20.518,55.141999999999996,67608,36474275.0,34259827.0,15180.0,57605566,1984.0,1
105254,95400.0,0.24600000000000002,8.421,8.374,8.463,8.386000000000001,8.601,8.838,8.552999999999999,0.631,1.475,1.431,1.876,19884723518410.0,1.501,4906971598608.0,0.0389,85.061,0.838,70.344,5006.0,68.039,50.174,-14.115,-15.368,21.773000000000003,-7.6979999999999995,-100.765,-56.451,32.900999999999996,77.734,168960.0,-36179.0,-18.090999999999998,160719.0,20.389,53.895,56535,33746302.0,33295216.0,15101.0,57010541,2375.0,1
82114,95009.0,-0.08199999999999999,9.796,8.418,9.13,9.061,8.882,8.859,8.575,0.6779999999999999,1.393,1.3719999999999999,1.148,26689391584743.0,1.494,7272821162999.0,0.0473,85.506,0.875,91.95700000000001,4878.0,84.26700000000001,53.895,7.572,8.692,59.235,-4.013999999999999,-20.320999999999998,-17.67,45.151,94.679,163137.0,-40783.0,-22.021,160266.0,20.427,54.205,46484,74428590.0,34598331.0,15158.0,57442874,11864.0,1
105015,96066.0,-0.10400000000000001,10.511,8.541,9.82,9.924,9.314,8.895,8.613,0.6,1.444,1.415,1.594,15218572759254.0,1.479,8210138179883.0,0.0534,85.912,0.909,91.794,6198.0,84.756,56.29,31.656999999999996,42.18600000000001,72.99600000000001,0.5670000000000001,14.254000000000001,15.419,52.351000000000006,106.7,173271.0,51950.0,32.542,160843.0,20.424,54.173,59391,30641110.0,35315261.0,15181.0,57613142,3353.0,1
74501,95065.0,-0.47600000000000003,9.351,8.632,9.585,9.812000000000001,9.377,8.905,8.625,0.402,1.38,1.4480000000000002,1.19,12098714534494.0,1.462,8054474477105.0,0.0572,84.435,0.941,63.022,6887.0,78.906,57.75899999999999,36.746,47.271,79.66199999999999,3.943,16.045,16.3,56.648,114.48,171139.0,16829.0,11.970999999999998,161030.0,20.546,55.163000000000004,48148,32862733.0,42783634.0,14961.0,55956096,2602.0,0
69875,93754.0,-1.0090000000000001,8.182,8.695,8.884,8.96,9.122,8.889,8.612,0.693,1.2209999999999999,1.358,0.745,21872052231265.0,1.45,10675097199009.0,0.0571,83.73700000000001,0.97,73.62,6616.0,73.86,57.711000000000006,19.615,20.718000000000004,78.965,4.7589999999999995,22.445,24.436999999999998,56.506,114.295,164017.0,-16450.0,-11.792,160848.0,20.52,54.906000000000006,44048,42069189.0,58607634.0,14811.0,54845113,2530.0,0
91717,93864.0,-1.17,9.412,8.788,9.148,8.992,9.219,8.901,8.626,0.426,1.217,1.275,1.204,20132791435402.0,1.439,10214827048188.0,0.0568,83.846,0.998,85.425,6062.0,78.468,57.50899999999999,6.834,6.405,74.935,4.0680000000000005,26.427,30.338,55.839,113.535,142504.0,2265.0,1.565,160873.0,20.518,54.886,47041,2999278.0,63992559.0,14705.0,54062018,3960.0,1
93177,94015.0,-1.1059999999999999,8.571,8.818999999999999,8.86,8.787,9.083,8.892999999999999,8.622,0.5770000000000001,1.273,1.314,1.4409999999999998,12681280231424.0,1.4280000000000002,10576494976757.0,0.0604,83.095,1.024,72.2,7056.0,86.477,58.927,6.3,5.502999999999999,85.51,3.8939999999999997,45.736999999999995,60.949,60.968999999999994,120.78,148185.0,151.631,0.087,160875.0,20.52,54.901,61500,58065893.0,42632758.0,14630.0,53508784,3176.0,1
102538,94717.0,-0.782,8.889,8.782,8.874,8.87,9.011000000000001,8.892999999999999,8.626,0.271,1.3359999999999999,1.264,1.5230000000000001,22114768348408.0,1.4180000000000001,10912919278209.0,0.0674,82.75200000000001,1.047,77.78699999999999,7469.0,94.95299999999999,61.497,20.505,17.941,93.486,4.945,57.066,73.41199999999999,69.079,134.8,177020.0,58767.0,38.973,161527.0,20.311,52.873999999999995,64861,59767934.0,62199198.0,14606.0,53335048,4566.0,1
90770,94583.0,-0.5760000000000001,8.372,8.744,8.623,8.578,8.793,8.882,8.619,0.10800000000000001,1.35,1.2990000000000002,1.393,21127766636304.0,1.406,10856164009602.0,0.0699,83.3,1.07,91.25,8539.0,94.88600000000001,62.356,26.205,23.081999999999997,94.954,5.382000000000001,45.06100000000001,47.593,71.513,139.74,186548.0,11491.0,7.001,161655.0,20.382,53.468,62394,2020183.0,63267441.0,14577.0,53124045,3672.0,0
86205,94115.0,-0.52,8.421,8.658,8.522,8.482999999999999,8.638,8.872,8.613,0.49700000000000005,1.248,1.206,0.9440000000000001,33462643311341.0,1.3980000000000001,8383098716723.0,0.0665,83.816,1.091,91.286,7248.0,67.781,60.438,12.164000000000001,10.072000000000001,64.814,4.02,26.244,24.596999999999998,63.494,132.945,180928.0,5497.0,3.614,161716.0,20.42,53.777,55093,17200502.0,60555315.0,14555.0,52963644,2893.0,0
78259,93106.0,-0.6629999999999999,9.796,8.722000000000001,9.158999999999999,9.1,8.901,8.892000000000001,8.638,0.382,1.2,1.186,1.054,19465358550956.0,1.3880000000000001,5031769804742.0,0.0632,83.946,1.111,85.83200000000001,6431.0,47.305,58.618,-8.484,-6.294,44.25899999999999,1.9869999999999999,11.835999999999999,10.339,56.308,126.316,160121.0,-14982.0,-9.241,161550.0,20.167,51.448,44222,55744981.0,69821797.0,14768.0,54525889,2291.0,0
118060,94700.0,-0.188,8.136000000000001,8.717,8.647,8.737,8.734,8.875,8.626,0.261,1.085,1.185,0.7390000000000001,12072002357227.0,1.374,5029776875487.0,0.062,83.213,1.128,72.582,7773.0,43.255,57.998999999999995,-15.695,-11.232000000000001,38.056,0.45799999999999996,9.75,8.531,53.872,124.045,142223.0,-46403.0,-27.565,161034.0,20.183,51.59,41702,33760880.0,77277385.0,15049.0,56620468,1703.0,1
86965,94213.0,-0.044000000000000004,8.276,8.716000000000001,8.462,8.482000000000001,8.603,8.862,8.617,0.293,1.074,1.162,1.044,20908670557573.0,1.3630000000000002,6237255290029.0,0.0653,83.73200000000001,1.1440000000000001,91.26100000000001,7263.0,49.29,59.275,-2.384,-1.794,61.358999999999995,0.34,17.025,14.995999999999999,59.708,130.56,138854.0,-9814.0,-6.239,160925.0,20.057000000000002,50.473,51602,17647200.0,70977061.0,15049.0,56614945,4764.0,1
76917,93058.0,-0.235,9.664,8.754,9.062999999999999,8.947000000000001,8.859,8.88,8.64,0.395,1.11,1.13,1.217,24752848942818.0,1.3530000000000002,6939115878796.0,0.0672,83.212,1.159,75.671,6393.0,51.0,60.028,8.148,6.4510000000000005,71.124,0.79,13.684000000000001,11.33,62.982,134.465,150278.0,54042.0,42.43,161526.0,20.088,50.739,47450,16476512.0,66976539.0,14826.0,54953428,2824.0,0
83615,92308.0,-0.42100000000000004,9.536,8.829,9.3,9.369,9.045,8.894,8.658999999999999,0.151,1.101,1.0659999999999998,1.074,9529578436631.0,1.341,6889405534458.0,0.0623,83.527,1.172,88.1,6340.0,31.618000000000002,57.278,0.617,0.49700000000000005,36.442,0.03,-10.138,-7.521,50.872,124.662,166397.0,45813.0,36.802,162035.0,20.156,51.31399999999999,55176,9967073.0,44187932.0,14796.0,54727770,3054.0,0
81968,91435.0,-0.598,10.745999999999999,8.922,10.023,10.163,9.51,8.935,8.704,0.397,1.213,1.089,1.548,8756073646223.0,1.325,7161101905521.0,0.0555,82.729,1.1840000000000002,71.153,5352.0,3.063,53.74100000000001,-19.511,-14.944,18.079,-1.819,-28.691,-20.531999999999996,38.789,111.04899999999999,182851.0,17800.0,9.942,162232.0,20.215,51.809,55295,13472140.0,27433712.0,14781.0,54619193,1811.0,0
82857,90641.0,-0.722,10.511,8.999,10.267000000000001,10.427,9.832,8.97,8.744,0.387,1.238,1.141,1.3130000000000002,10363559264371.0,1.305,7029632043618.0,0.0513,81.984,1.193,71.191,5046.0,-14.423,51.713,-31.77,-23.627,12.349,-3.528,-30.25,-22.754,33.150999999999996,102.694,183179.0,23772.0,14.987,162497.0,20.229,51.926,51275,3488040.0,23747082.0,14810.0,54834661,1610.0,1
69993,89069.0,-1.0170000000000001,9.057,8.988999999999999,9.662,9.823,9.715,8.972000000000001,8.752,0.335,1.213,1.1540000000000001,1.139,19376785880231.0,1.284,6971111899157.0,0.0525,79.692,1.2,46.458,5658.0,-14.99,52.236999999999995,-19.622,-15.74,22.671,-3.8,-21.276,-16.843,36.189,105.04,179042.0,8669.0,5.809,162593.0,20.203,51.68899999999999,50102,4944842.0,19060362.0,14822.0,54923810,1047.0,1
72149,87720.0,-1.2919999999999998,8.727,8.976,9.195,9.134,9.542,8.966000000000001,8.753,0.355,1.13,1.1740000000000002,0.882,23592830093971.0,1.263,6474571797188.0,0.0567,78.382,1.205,59.378,6262.0,-11.814,54.085,2.414,2.174,52.681000000000004,-2.4290000000000003,-10.581,-8.53,46.396,113.464,164281.0,-897.4889999999999,-0.585,162583.0,20.175,51.435,50167,289758.0,6866271.0,14869.0,55268488,1435.0,0
85210,87273.0,-1.271,8.675,8.971,8.935,8.756,9.335,8.96,8.752,0.318,1.1640000000000001,1.205,1.264,25209698597191.0,1.247,10522149906186.0,0.0565,77.47399999999999,1.208,64.307,5457.0,-15.74,53.968,10.31,10.04,51.062,-1.234,-17.555,-13.446,45.928999999999995,113.005,157851.0,21477.0,15.164000000000001,162822.0,20.096,50.727,53174,2053718.0,7178297.0,14869.0,55273022,1810.0,0
109120,88365.0,-0.6759999999999999,8.571,8.964,8.753,8.632,9.088,8.951,8.749,0.313,1.149,1.189,1.103,21473360813433.0,1.235,11843213559658.0,0.0552,76.992,1.21,70.008,5568.0,-22.315,53.28,5.335,5.079,40.39,-0.787,-24.089000000000002,-17.915,43.034,110.375,162209.0,41679.0,32.239000000000004,163285.0,20.097,50.736999999999995,56567,6834944.0,6010577.0,14596.0,53263757,1910.0,0
102439,88978.0,-0.027999999999999997,8.727,8.945,8.74,8.667,8.919,8.946,8.749,0.145,1.1740000000000002,1.214,1.249,22131125929180.0,1.224,13141611131510.0,0.0548,76.932,1.2109999999999999,76.058,5355.0,-32.995,53.073,-3.8689999999999998,-3.41,36.952,-0.649,-15.067,-12.087,42.114,109.595,163525.0,-21210.0,-11.935,163049.0,20.125999999999998,50.99100000000001,50274,6613811.0,6056595.0,14603.0,53315252,1799.0,0
81940,88293.0,0.16899999999999998,8.78,8.965,8.76,8.728,8.792,8.943,8.751,0.40399999999999997,1.2770000000000001,1.219,1.585,17886006152980.0,1.214,11794845152739.0,0.0542,75.83800000000001,1.21,59.976000000000006,5442.0,-44.513000000000005,52.753,-4.585,-4.0569999999999995,30.996,-0.6709999999999999,-2.6289999999999996,-2.367,40.592,108.42,172172.0,8728.0,4.841,163146.0,20.137,51.085,66610,45258733.0,31067826.0,14742.0,54330727,1135.0,1
84341,87828.0,0.183,8.372,8.993,8.566,8.567,8.634,8.93,8.744,0.28,1.327,1.2429999999999999,1.476,13406756516262.0,1.204,9048388766160.0,0.0553,74.814,1.208,59.973,5770.0,-38.073,53.278999999999996,0.165,0.149,51.957,-0.382,7.845,7.64,44.793,110.54,178705.0,11265.0,6.2829999999999995,163271.0,20.063,50.409,67709,63561325.0,51229996.0,14945.0,55835735,1487.0,1
80919,87247.0,0.054000000000000006,7.912000000000001,8.956,8.238999999999999,8.21,8.436,8.908,8.728,0.2,1.33,1.271,1.341,21662015633248.0,1.196,7505740875509.0,0.0563,72.972,1.204,46.253,5926.0,-2.1719999999999997,53.771,2.908,2.653,66.215,0.073,7.462999999999999,7.104,48.713,112.50299999999999,190052.0,36611.0,23.783,163678.0,20.028,50.092,73220,8363447.0,75258562.0,15374.0,59090441,1054.0,0
69607,86031.0,-0.319,8.571,8.965,8.405,8.318,8.445,8.9,8.726,0.132,1.331,1.3359999999999999,1.3319999999999999,27794332517994.0,1.1909999999999998,5440598623523.0,0.11199999999999999,71.67699999999999,1.199,52.908,5199.0,20.869,53.544,3.318,3.06,56.426,0.226,-1.726,-1.521,47.18899999999999,111.738,187735.0,17257.0,10.469000000000001,163870.0,20.009,49.918,65260,11081147.0,62153526.0,15489.0,59978293,958.6569999999999,1
82796,85738.0,-0.49700000000000005,8.276,8.953,8.341000000000001,8.314,8.385,8.887,8.717,0.009000000000000001,1.331,1.3459999999999999,1.331,32631802138699.0,1.189,8640520446979.0,0.0561,71.34899999999999,1.193,66.581,5179.0,14.025,53.677,1.7009999999999998,1.5390000000000001,61.976000000000006,0.292,-0.764,-0.6759999999999999,48.428000000000004,112.241,180453.0,-23742.0,-12.335999999999999,163606.0,20.000999999999998,49.846000000000004,60824,26300057.0,50398754.0,15512.0,60156218,2074.0,0
83723,85504.0,-0.541,9.351,8.951,8.846,8.863,8.607999999999999,8.897,8.732999999999999,0.132,1.3659999999999999,1.3980000000000001,1.472,29249938036572.0,1.188,8547795943952.0,0.0543,70.415,1.186,56.878,4670.0,18.276,52.558,-3.867,-3.438,26.17,-0.128,-1.74,-1.5759999999999998,40.494,108.635,184214.0,43497.0,27.471,164089.0,20.022000000000002,50.033,66316,5661700.0,44331295.0,15644.0,61185962,1303.0,0
84759,85311.0,-0.493,10.213,8.999,9.529,9.603,9.019,8.926,8.767999999999999,0.29600000000000004,1.4469999999999998,1.4609999999999999,1.6909999999999998,19739780351281.0,1.182,9574605932921.0,0.0523,69.86,1.178,61.821999999999996,4587.0,20.053,51.31100000000001,-7.162000000000001,-6.41,13.245999999999999,-0.84,-5.019,-4.58,33.324,104.575,196153.0,60087.0,38.073,164757.0,20.046,50.261,64030,5074033.0,12312380.0,15679.0,61461557,1228.0,1
84162,85112.0,-0.418,9.73,9.052,9.629,9.828,9.255,8.943,8.792,0.479,1.599,1.528,2.053,13070281084980.0,1.172,10169896284015.0,0.0535,69.697,1.169,67.321,4982.0,42.586000000000006,52.013999999999996,-5.2410000000000005,-4.669,39.857,-0.862,-1.42,-1.31,40.648,107.0,206935.0,55202.0,37.847,165370.0,20.142,51.141999999999996,61010,4722204.0,15626437.0,15706.0,61666839,1259.0,1
78453,84580.0,-0.44,8.943999999999999,9.068999999999999,9.287,9.417,9.262,8.943,8.798,0.565,1.5390000000000001,1.5119999999999998,1.361,18531025116090.0,1.161,9771503455282.0,0.0552,69.604,1.161,68.267,5231.0,42.141000000000005,53.025,1.8559999999999999,1.709,63.823,-0.27899999999999997,-0.048,-0.043,49.893,110.492,197632.0,49046.0,39.275,165915.0,20.111,50.846000000000004,58570,4987289.0,20036658.0,15670.0,61384116,1620.0,1
68371,83455.0,-0.68,9.664,9.065,9.476,9.435,9.427999999999999,8.959,8.82,0.836,1.4180000000000001,1.4709999999999999,1.054,9431734877165.0,1.146,10702133554419.0,0.0564,70.277,1.1520000000000001,80.035,5206.0,19.155,53.696000000000005,8.24,7.88,74.118,0.39399999999999996,0.312,0.278,55.299,112.815,180817.0,41453.0,32.895,166376.0,20.113,50.86600000000001,52066,14250084.0,20167899.0,15625.0,61038269,1618.0,1
64226,82093.0,-1.047,9.231,9.022,9.353,9.328,9.423,8.965,8.831,0.251,1.3630000000000002,1.4509999999999998,1.198,30395421093549.0,1.133,10446569059652.0,0.0565,69.42399999999999,1.1420000000000001,57.043,4934.0,5.815,53.723,5.905,5.519,74.539,0.6990000000000001,1.167,1.045,55.516000000000005,112.905,160960.0,-2450.0,-1.702,166348.0,20.098,50.72,47664,20068940.0,37436398.0,15682.0,61477873,1003.0,1
71676,81299.0,-1.262,11.163,9.083,10.258,10.269,9.878,9.014,8.885,0.228,1.3559999999999999,1.452,1.3330000000000002,14067832670201.0,1.114,8848215322845.0,0.0566,69.834,1.1320000000000001,75.782,4693.0,-1.119,53.812,2.708,2.451,76.421,0.748,0.9590000000000001,0.8540000000000001,56.324,113.2,163282.0,20454.0,12.749,166576.0,20.11,50.832,48692,3535363.0,47888735.0,15764.0,62123726,1263.0,1
82573,81213.0,-1.155,9.536,9.128,9.897,10.027999999999999,9.823,9.025,8.902999999999999,0.11800000000000001,1.3219999999999998,1.416,1.22,1653827320477.0,1.092,7912513988304.0,0.0576,71.06,1.123,88.835,5631.0,0.862,54.456,2.465,2.185,86.779,0.88,6.645,6.117000000000001,62.016999999999996,115.28,165437.0,24582.0,16.46,166849.0,20.084,50.582,53791,7177413.0,33426705.0,15762.0,62113109,1439.0,1
74802,80599.0,-1.055,9.231,9.122,9.564,9.655,9.685,9.03,8.914,0.092,1.308,1.355,1.2670000000000001,15929866358758.0,1.071,8844644787618.0,0.0583,72.414,1.114,92.055,5211.0,2.775,54.895,3.78,3.3480000000000003,90.852,0.9990000000000001,12.11,11.581,65.556,116.686,171213.0,16608.0,11.677999999999999,167033.0,20.132,51.037,51834,4411313.0,20584068.0,15793.0,62351756,1669.0,1
83266,80568.0,-0.7929999999999999,8.276,9.112,8.92,8.804,9.343,9.013,8.902999999999999,0.054000000000000006,1.3019999999999998,1.246,1.285,17486564814946.0,1.052,9749953173755.0,0.0593,73.55199999999999,1.1059999999999999,90.044,5784.0,-1.725,55.53,5.496,4.856,94.492,1.149,11.696,10.931,70.191,118.696,164980.0,-4783.0,-2.865,166980.0,20.112000000000002,50.843999999999994,59615,10921421.0,17779378.0,15764.0,62123412,1406.0,1
84962,80667.0,-0.45299999999999996,8.521,9.1,8.72,8.557,9.115,9.002,8.898,0.134,1.26,1.213,1.1340000000000001,21063869246101.0,1.036,12222144107898.0,0.0623,75.242,1.0979999999999999,99.751,5588.0,-7.563,57.354,9.324,8.089,98.0,1.725,14.113,12.773,79.601,124.605,159978.0,-4166.0,-2.5540000000000003,166934.0,20.143,51.138999999999996,55232,10144562.0,13999400.0,15764.0,62123265,1707.0,1
69624,79815.0,-0.42700000000000005,8.727,9.111,8.724,8.583,8.953,8.996,8.897,0.141,1.229,1.225,1.137,23664063798273.0,1.023,12945302404849.0,0.0639,75.253,1.09,75.408,5608.0,-8.597999999999999,58.288000000000004,11.039000000000001,9.46,98.671,2.161,14.909,13.216,82.92299999999999,127.725,156684.0,-10452.0,-6.558,166818.0,19.901,48.812,51115,12045598.0,14282176.0,15803.0,62433142,1822.0,1
69657,79010.0,-0.5329999999999999,8.834,9.125,8.779,8.746,8.851,8.993,8.899,0.344,1.115,1.1640000000000001,0.7709999999999999,20398598927334.0,1.013,15265940456586.0,0.0644,75.83800000000001,1.082,84.322,5311.0,-3.155,58.597,10.054,8.47,98.859,2.173,15.845,14.034,83.926,128.75,147058.0,-16410.0,-10.96,166636.0,19.908,48.873999999999995,40559,38186195.0,30409076.0,15987.0,63898150,1216.0,0
73994,78521.0,-0.586,8.182,9.071,8.48,8.49,8.601,8.975,8.886000000000001,0.33,1.112,1.131,1.103,31830298704169.0,1.008,15790338756594.0,0.0642,75.67399999999999,1.074,73.29899999999999,5450.0,1.614,58.425,3.7510000000000003,3.01,91.37,1.8,15.155,13.388,81.767,128.355,143585.0,-26183.0,-14.988,166345.0,19.976,49.534,52582,28681528.0,29087429.0,15931.0,63450482,1611.0,0
76227,78184.0,-0.555,9.113999999999999,9.104,8.797,8.757,8.69,8.978,8.894,0.49200000000000005,1.177,1.153,1.3719999999999999,25196786562631.0,1.003,10106172791643.0,0.0629,76.624,1.0659999999999998,90.398,5226.0,1.354,57.266000000000005,-1.999,-1.565,52.015,1.073,10.445,9.061,68.14699999999999,125.725,150442.0,23755.0,16.298,166609.0,19.977,49.545,56912,47858004.0,31784483.0,15900.0,63205130,1559.0,1
80558,78218.0,-0.396,8.571,9.113999999999999,8.684,8.687000000000001,8.658,8.969,8.889,0.22,1.19,1.147,1.23,21617509139888.0,1.0,8596556897426.0,0.0632,78.125,1.058,99.887,5342.0,-3.1630000000000003,57.498999999999995,-2.32,-1.8019999999999998,59.099,0.609,9.745,8.351,69.72399999999999,126.43,159335.0,-13590.0,-7.829,166458.0,19.927,49.073,54892,3129489.0,32304093.0,15834.0,62678589,1857.0,1
