comp_1,comp_2,comp_3,comp_4,comp_5,comp_6,comp_7,comp_8,comp_9,comp_10,comp_11,comp_12,comp_13,comp_14,comp_15,comp_16,comp_17,comp_18,comp_19,comp_20,comp_21,comp_22,comp_23,comp_24,comp_25,comp_26,comp_27,comp_28,comp_29,comp_30,comp_31,comp_32,comp_33,comp_34,comp_35,comp_36,comp_37,comp_38,comp_39,comp_40,comp_41,comp_42,priceUSD
0.07416243374567964,0.015328666892219029,-0.04804629844805195,0.04270880416073392,0.007320781390548852,-0.014251295221114938,0.0013546279199841697,-0.044263178410305366,-0.01440340010205817,-0.036199327808163526,0.021177692508213414,-0.006622834553327017,0.006848507115834966,-0.020539123306748903,-0.0029774550120435016,-0.030957843395175565,0.015559146488756977,-0.0010353015923979252,0.023144582006850357,0.0007453497277428896,0.0260382175848088,0.019697426730591574,-0.0016900213844286197,-0.005685340294120292,0.008468840180084482,-0.05655254281474416,0.012954128961386258,-1.7446630626122105e-05,0.006859666202642532,-0.0020761471514301826,-0.03261222764994049,-0.00814058129923917,0.002099454244090662,-0.02400893415782531,-0.0204453580730842,0.004647155247284695,-0.027254146166063687,0.0002831254255482991,-0.012023696160776297,0.022637253655051443,-0.0041416122174840215,0.01630291145099996,94.715
0.09484122794491327,0.07267092218415108,-0.07784016779681886,-0.014523344279848981,0.027038629492533228,-0.05301347523209716,0.056816797270011585,-0.009059921101911624,0.04742282858002744,-0.009911752140629008,-0.021274952727217338,0.04291896629291194,-0.035381163655231876,0.0006527908580309656,0.005647643373206408,-0.03931878119013881,-0.014899744257785015,-0.023041118333929925,0.010491743010790653,-0.06320032092220443,0.009927566907319926,0.010160704858425879,-0.00015012616629249054,0.01643132149213057,-0.005270825160769893,0.03343839489592908,0.031013614649753593,-0.016805606202812136,-0.01862173304615234,0.010634322639261833,0.04033876475031045,0.004124226240495911,0.09247173497312519,-0.004564588467632688,0.02485301823349259,0.03047315453677469,-0.04824319140261437,0.031007801738441476,0.03652441013797307,0.01662951938634151,0.004272102686875334,-0.04612991336911445,107.749
0.06488035348816336,0.028643052827069665,-0.03845350397875713,0.019064954311712574,0.028725137691988607,-0.014172937655978877,-0.0023126220701385116,-0.0314739078837387,-0.009466959843356241,-0.03411513768180619,0.01894147383269352,0.0011197040385270266,-0.011523520721082389,-0.008834914586745898,-0.010111555236830105,0.009756821236440331,0.009475230361950207,-0.005914436312455119,-0.006353024340537896,0.03260863289868676,0.022947353137534637,-0.010477901279851721,-0.029815154545991353,0.013757777077567878,0.03087406829329652,-0.017706107487308477,-0.010357437920772228,0.026982245792996948,0.005676973100135334,-0.0231477307358324,-0.0005405576323559818,-0.008675769688535334,-0.037660190260913086,-0.03782433451237266,0.01496734339409231,0.00547882786420071,0.04151075475818112,-0.00503911589945399,0.012038245056074145,-0.0008171238327896766,0.014553370507341809,0.02120702724010759,120.00299999999999
0.06670135926419611,-0.11832546374426346,0.009314101639869288,0.03498281078289939,-0.0021905903814241215,0.012279837605141548,-0.002472216606957531,0.004446973520924374,0.012510750199982545,-0.012442634075907113,-0.023383489154491642,0.0008042358280798183,0.0002493661889248075,-0.0037609765157624268,0.0041615697392080086,0.010103074824741575,-0.04002812558783563,-0.014415688670368064,-0.012838152680317717,0.0023006674394174882,-0.0051904263816047605,0.013429731741164208,-0.01702795076128547,0.0037173312200780295,0.00097792533958168,0.008189120500921781,-0.0003646339676942937,-0.0003390215271256156,0.017707254108841435,0.004138452110153282,-0.0028354538261117983,-0.005540586507085974,-0.0038748746856702536,0.027227208568028075,0.014114050056725643,-0.006044330186238333,0.0076063989949349325,-0.0030602533596838597,-0.001906589990873361,-0.004512293557097092,0.011754720872217121,-0.0008432110469147869,123.56200000000001
0.06053950963644709,-0.10583245394315828,0.011500145568405484,0.03172530606324518,-0.005374599453765415,0.0063813799502147155,-0.006996195040901014,-0.001400949412515213,-0.0023038781095605734,-0.01873018624312128,-0.010995324039212473,-0.006249675276832687,0.005500960270287325,-0.002422157861440873,0.006569505463524157,0.009332292099537112,-0.02314830669087364,-0.015189827819999772,-0.015990982551023266,0.0006658415832763378,-0.009166481740429725,0.02348519836473297,-0.015321791526712328,0.019909822485210695,-0.01776990588523026,0.0060573775246058285,-0.01371277526620522,-0.00407170380373495,0.010371751038432476,0.011556240718582668,0.0039758953901848125,-0.004977735430204248,-0.017136739866992216,0.027705090040895306,0.01046093423719809,-0.006894589400837917,-0.0020511684669854285,-0.003515986573938869,0.01073830728598925,-0.009216247297594472,0.0019158990138790862,0.017062169812148226,128.664
-0.009890046268391392,-0.0016282222462728326,0.015381350190175338,0.04378711639551571,-0.03451406934533144,0.016985835493592682,0.07791739277866107,0.04690502748882104,-0.026107434834686753,-0.018444575544222668,0.002619489870277394,-0.0017259873456841686,-0.01260013942746528,-0.019925788281976498,-0.010591506547256747,-0.006917814579436666,-0.0042175193000564435,0.023990916483207402,0.011070006641430383,-0.007474149416860506,0.010495423677868716,-0.028930847690425372,0.0035709357856158926,0.01181873244662263,0.019506935387166056,0.01349587162038029,-0.010540827912528096,-0.0017497430611108937,-0.011728440998672455,-0.0070479991255842315,0.026446830170079427,0.0035251212158882877,-0.021657704272977626,0.001757342791937134,0.007665083140407651,0.015178891553939013,-0.03403660052753352,0.015144898253683852,-0.007405343596230278,-0.0192758599487227,-0.027055175965773705,0.024717772234645205,134.114
0.007734294216606913,0.003047617667843401,0.009771743130195343,0.005595056166189865,0.00947458628687747,0.004310419450557049,8.76606472977826e-05,-5.4265855073844375e-05,-0.0025862079863393605,0.005818934605067925,0.011008812627809575,0.0036906393791362583,0.00021211131177989703,0.009405319278088317,0.007849958012448486,0.012065793186015368,0.013656699000036082,0.018297539479896704,-0.0026667486546033993,0.003759208465502786,0.020316951205255136,0.019718834707145073,0.002800393490502664,-0.015199811389541275,-0.0006448223008453896,0.00867375495570751,0.008749349104277653,-4.395897633480974e-05,0.0077465509524182324,0.010455200616979108,0.0011965764741237472,-0.00250125743730649,0.005960666502693703,-0.015792623224563755,0.00028699472247368596,0.003313351664767891,0.019309626889954433,0.027845715827312566,-0.011770603633342593,-0.00036966973988208094,0.00944771846644835,-0.00020108933681031607,142.08
0.012712706635949268,0.025611819001151198,0.03329326704530729,0.009729361115746236,0.023369527447771758,0.04265479482468861,-0.01803012728382243,0.011872845006786177,0.02254891869595619,-0.007738071578199727,0.011008167044329746,-0.006484069453680852,0.015779405478604378,-0.025140770552200306,-0.014754729428319699,0.01840434205978671,0.010964128073366844,-0.015593813121677015,0.00499846070691022,0.00011704114845405628,-0.005777657460769197,-0.014360075069394648,0.006552961652031051,-0.019810896460024638,-0.005962716496547148,-0.01892809804827242,-0.006008668161407367,0.006637395593950882,-0.006450744364194948,0.03288673134599997,-0.013047359120234442,-0.0063267977651615855,0.004108114820496384,-0.011395885214648698,0.029113017780681608,0.026542027543233825,0.004405929587189045,0.0013488365256326433,0.008414863895121732,0.002513844321146907,0.005561812806769283,0.0022070901087534915,163.561
0.011426253720044362,0.02483036357761962,0.029554979523786534,0.011872919682582726,0.021255733703230258,0.042450782893814015,-0.019091889555943008,0.011107414556841874,0.022619998417749452,-0.005890872160547423,0.012772923170413768,-0.005211718476702771,0.01554199386454512,-0.02355558396790514,-0.015446478869682454,0.018286472139530215,0.013110477604136318,-0.013839485450746921,0.005865945540465326,0.0030613232217476783,-0.004631859045046048,-0.014138503364884182,0.005117337582648505,-0.02141221644859498,-0.008786807323586833,-0.019804693757348148,-0.004116912217569855,0.008243983529215959,-0.009845258937979233,0.033740616749667184,-0.01834714507383329,-0.007615030087875211,0.007367332044846708,-0.012971872207880063,0.03404301680076709,0.028752938673889596,0.0027849972638397725,0.003001292706524306,0.009648279812064633,-0.003514259493592029,0.011089724029388013,-7.357025877821541e-05,195.39700000000002
0.006639014066369799,-0.0014858542705186086,-0.01684622840748384,-0.01506420676463188,0.013161898260145,0.014517601858423415,0.026881178299637907,0.037135205896362405,0.07088981888810945,0.03009492266909075,-0.02440483263468222,0.026902833270675393,-0.018083586741179082,0.012349369974667816,0.00841494593482494,-0.008246877022499724,0.000451584838312566,0.025553388344875066,-0.01187005665573962,-0.005204810012236526,-0.0059825574974061504,0.009830629470073285,-0.008695074168547718,0.01734692937486923,0.022119790775516054,-0.0018551305189570288,-0.015217561011073785,0.0030548838037657037,-0.0183527457699942,0.018604850188499424,-0.028450721153291846,0.01721212117359745,-0.017439100732601548,-0.0072308821966529145,-0.01019495278335791,-0.0039582884734201155,0.013819906655715692,-0.0031557583189570767,-2.8690587734446548e-05,-0.004459821819491866,0.010639505358447114,0.01593269104778246,178.5
