activeaddresses30mom,confirmationtime30ema,confirmationtime3ema,confirmationtime7wma,confirmationtime90ema,hashrate30roc,hashrate3std,hashrate7trx,hashrate90mom,hashrate90roc,hashrate90rsi,median_transaction_fee3trxUSD,median_transaction_fee7rocUSD,median_transaction_feeUSD,mediantransactionvalue7rsiUSD,mediantransactionvalue90smaUSD,mediantransactionvalue90trxUSD,mediantransactionvalueUSD,mining_profitability,mining_profitability3roc,mining_profitability3sma,mining_profitability3wma,mining_profitability7std,price3rsiUSD,price7momUSD,price7varUSD,sentbyaddress30var,sentinusdUSD,size30rsi,size30std,size30trx,size3mom,top100cap,category
26527,8.368,7.882999999999999,8.282,8.93,103.34200000000001,9120893942289.0,1.91,41170572602891.0,169.207,59.085,3.721,36.98,0.0474,60.871,26.683000000000003,0.207,64.987,7220.0,11.668,6932.0,7035.0,1354.0,99.456,25.57,47.123999999999995,41786951,136779480.0,48.67100000000001,61285.0,-0.019,-38565.0,19.962,1
45815,8.341000000000001,7.92,8.099,8.908999999999999,87.712,9102326460793.0,2.016,39040948935635.0,171.197,58.01,5.183,50.27,0.0539,75.133,27.576999999999998,0.23,94.955,7990.0,20.96,7394.0,7564.0,1331.0,99.811,36.045,70.017,47486125,278422775.0,52.003,61721.0,-0.015,-12301.0,20.024,1
53604,8.334,8.074,8.042,8.894,60.185,4382926598167.0,1.9909999999999999,36545481949172.0,154.039,57.553999999999995,6.968,51.448,0.06,77.547,28.497,0.256,102.53299999999999,8852.0,26.973000000000003,8021.0,8293.0,1543.0,99.902,40.765,147.237,64654761,284039909.0,52.771,62497.0,-0.006,36379.0,19.987000000000002,1
51496,8.399,8.712,8.363999999999999,8.904,61.053000000000004,5604231281746.0,1.734,32664274002648.0,144.48,56.138999999999996,7.181,44.093,0.0618,82.868,29.741,0.285,123.314,8777.0,21.568,8540.0,8671.0,1837.0,99.919,37.81,212.638,85452388,282809750.0,55.88399999999999,65394.0,0.013000000000000001,82312.0,19.99,1
30883,8.446,8.913,8.573,8.908999999999999,53.47,6941518587731.0,1.2990000000000002,29224759256222.0,129.366,55.18899999999999,6.652,48.589,0.0643,83.28399999999999,30.976999999999997,0.317,125.18299999999999,9950.0,24.533,9193.0,9376.0,2233.0,99.941,42.073,252.53400000000002,102026223,264855827.0,52.846000000000004,65074.0,0.034,14623.0,19.833,1
16719,8.471,8.874,8.683,8.907,91.145,8304863333104.0,1.1340000000000001,41061625785494.0,197.729,57.303999999999995,5.981,53.353,0.0671,54.42,31.783,0.35,90.165,8923.0,0.809,9217.0,9241.0,1945.0,99.959,46.659,254.364,102441468,178261986.0,50.032,62919.0,0.052000000000000005,-25642.0,19.833,1
30502,8.491,8.827,8.761000000000001,8.904,80.26100000000001,9882068371770.0,1.11,39953437951617.0,175.56900000000002,57.483000000000004,5.654,59.552,0.071,41.903,32.319,0.38299999999999995,64.295,9411.0,7.226,9428.0,9339.0,1662.0,99.975,53.03,220.99400000000003,100672517,154226371.0,53.815,65397.0,0.07400000000000001,-16156.0,19.767,1
59772,8.542,9.059,8.957,8.913,77.54,1246313681552.0,1.146,38628952753648.0,156.27100000000002,57.613,6.915,72.687,0.0818,65.581,33.565,0.418,130.618,10124.0,1.749,9486.0,9687.0,1370.0,99.99,68.845,273.418,105592143,249416807.0,52.905,66811.0,0.099,5051.0,19.689,1
55081,8.519,8.62,8.805,8.897,66.58800000000001,2031418385078.0,1.229,43948323606567.0,207.66299999999998,57.971000000000004,9.62,81.344,0.0977,76.234,35.483000000000004,0.45899999999999996,193.144,13352.0,49.628,10963.0,11619.0,2978.0,99.99600000000001,87.647,622.056,122951117,405474208.0,51.504,66511.0,0.122,20562.0,19.714000000000002,0
79926,8.456,8.08,8.482999999999999,8.867,81.082,5815871392440.0,1.436,47104617887843.0,203.899,58.985,7.834,48.746,0.0892,87.10600000000001,39.108000000000004,0.514,339.149,12305.0,30.743000000000002,11927.0,12290.0,3244.0,68.465,58.497,641.4680000000001,150691678,513296957.0,50.57899999999999,66465.0,0.141,-36969.0,19.762,0
64870,8.491,8.54,8.551,8.87,126.946,4482978136383.0,1.514,44571695859420.0,209.109,57.79,0.335,-6.928999999999999,0.0575,47.888000000000005,40.236,0.568,115.115,7092.0,-29.949,10916.0,9873.0,3879.0,24.65,-8.561,720.663,163781316,275539134.0,54.391000000000005,69307.0,0.166,21376.0,20.19,0
39920,8.48,8.432,8.463,8.857999999999999,88.46,5415232385745.0,1.44,44782267916109.0,236.868,57.193000000000005,-5.735,-28.15,0.0462,46.103,41.177,0.621,98.59899999999999,6360.0,-52.369,8586.0,7595.0,4717.0,18.382,-36.218,1113.0,165857321,163608012.0,50.012,69261.0,0.185,-15353.0,20.136,1
21722,8.488999999999999,8.527000000000001,8.477,8.853,58.636,2519151534939.0,1.274,42468594432878.0,207.729,56.983999999999995,-7.92,-26.603,0.0492,42.958,41.856,0.6709999999999999,70.79899999999999,6595.0,-46.401,6682.0,6600.0,5181.0,25.888,-35.678000000000004,1389.0,160688634,128174866.0,48.586000000000006,69434.0,0.19699999999999998,-23253.0,20.137999999999998,0
7900,8.549,8.97,8.697000000000001,8.865,45.196000000000005,1691684596535.0,1.043,38279370347203.0,163.886,56.638000000000005,-8.509,-35.354,0.0459,40.384,42.28,0.7170000000000001,48.534,5779.0,-18.511,6245.0,6148.0,5738.0,22.478,-50.231,1679.0,161081756,75476106.0,50.922,69509.0,0.207,-41326.0,20.149,0
49330,8.564,8.875,8.736,8.863,51.328,1075021802471.0,0.816,39796359808736.0,179.27900000000002,56.711999999999996,-8.286,-46.743,0.0436,44.026,42.878,0.7609999999999999,69.25399999999999,5865.0,-7.776,6080.0,5958.0,5947.0,19.679000000000002,-76.453,1740.0,146702119,91091605.0,49.883,66099.0,0.214,-1889.0,20.385,0
48421,8.536,8.505,8.632,8.847000000000001,45.548,5889552443079.0,0.77,48218716413475.0,243.088,57.949,-8.562999999999999,-61.595,0.0375,41.943999999999996,43.324,0.8009999999999999,54.821000000000005,4937.0,-25.148000000000003,5527.0,5387.0,4520.0,13.339,-120.354,1013.0,135844174,132473876.0,51.373999999999995,59381.0,0.221,36002.0,20.518,1
46388,8.529,8.463,8.601,8.838,41.628,5533899207148.0,0.782,46683071369546.0,222.623,57.838,-7.6979999999999995,-56.451,0.0389,45.196000000000005,43.924,0.838,70.344,5006.0,-13.388,5269.0,5126.0,1482.0,21.773000000000003,-100.765,154.259,128369152,133646545.0,49.988,55531.0,0.225,-11366.0,20.389,1
13371,8.61,9.13,8.882,8.859,58.707,4065029697104.0,0.9159999999999999,53243434554871.0,281.596,58.732,-4.013999999999999,-17.67,0.0473,49.766000000000005,44.725,0.875,91.95700000000001,4878.0,-16.827,4940.0,4930.0,1304.0,59.235,-20.320999999999998,65.98899999999999,124833894,553228048.0,48.48,54724.0,0.223,-17468.0,20.427,1
42167,8.732999999999999,9.82,9.314,8.895,34.046,10103463194196.0,0.7559999999999999,37760355036380.0,170.41099999999997,55.498000000000005,0.5670000000000001,15.419,0.0534,49.73,45.596000000000004,0.909,91.794,6198.0,25.541,5361.0,5559.0,1257.0,72.99600000000001,14.254000000000001,108.22200000000001,120649547,199576213.0,53.50899999999999,51903.0,0.228,30400.0,20.424,1
4774,8.773,9.585,9.377,8.905,22.973000000000003,10059351959366.0,0.611,43088708467309.0,198.795,56.458,3.943,16.3,0.0572,43.206,46.078,0.941,63.022,6887.0,37.588,5988.0,6323.0,1397.0,79.66199999999999,16.045,177.40099999999998,117540312,125226051.0,49.479,49638.0,0.22899999999999998,-6394.0,20.546,0
-5097,8.735,8.884,9.122,8.889,39.979,13995887670698.0,0.7759999999999999,53716308365286.0,234.933,58.658,4.7589999999999995,24.436999999999998,0.0571,46.236999999999995,46.657,0.97,73.62,6616.0,35.622,6567.0,6637.0,1555.0,78.965,22.445,234.832,120594363,111873380.0,47.15,50530.0,0.22,-21366.0,20.52,0
24730,8.777999999999999,9.148,9.219,8.901,38.436,9803530087111.0,0.9279999999999999,50799737724076.0,233.954,57.645,4.0680000000000005,30.338,0.0568,49.724,47.236000000000004,0.998,85.425,6062.0,-2.195,6522.0,6384.0,1568.0,74.935,26.427,255.322,113490931,186870508.0,48.888000000000005,48463.0,0.209,-64541.0,20.518,1
24150,8.765,8.86,9.083,8.892999999999999,21.043000000000003,3648497243038.0,1.044,51377000984900.0,238.21099999999998,57.723,3.8939999999999997,60.949,0.0604,45.838,47.711999999999996,1.024,72.2,7056.0,2.4459999999999997,6578.0,6651.0,1604.0,85.51,45.736999999999995,191.935,111475887,190348602.0,50.8,45932.0,0.2,17043.0,20.52,1
36363,8.773,8.874,9.011000000000001,8.892999999999999,42.443000000000005,1448541822142.0,1.138,52995376006073.0,249.696,57.955,4.945,73.41199999999999,0.0674,47.847,48.291000000000004,1.047,77.78699999999999,7469.0,12.897,6862.0,7097.0,1569.0,93.486,57.066,129.358,105734672,291210167.0,53.123999999999995,47720.0,0.198,86507.0,20.311,1
17757,8.747,8.623,8.793,8.882,42.058,2336684223240.0,1.12,49852123483189.0,231.753,57.242,5.382000000000001,47.593,0.0699,52.771,49.059,1.07,91.25,8539.0,40.866,7688.0,7935.0,1562.0,94.954,45.06100000000001,126.90799999999999,102035546,228201201.0,50.729,47474.0,0.19699999999999998,28583.0,20.382,0
13448,8.726,8.522,8.638,8.872,73.225,6442667670723.0,1.2229999999999999,58319326249566.0,279.818,58.647,4.02,24.596999999999998,0.0665,52.785,49.865,1.091,91.286,7248.0,2.722,7752.0,7715.0,1431.0,64.814,26.244,106.881,99254155,156235404.0,49.501000000000005,47494.0,0.193,-16860.0,20.42,0
-16204,8.795,9.158999999999999,8.901,8.892000000000001,36.397,6731190038565.0,1.192,50217792447487.0,220.947,57.13399999999999,1.9869999999999999,10.339,0.0632,50.173,50.626999999999995,1.111,85.83200000000001,6431.0,-13.895999999999999,7406.0,7055.0,1508.0,44.25899999999999,11.835999999999999,90.598,105101039,101632294.0,48.793,48442.0,0.185,-62420.0,20.167,0
34786,8.753,8.647,8.734,8.875,20.437,6869440942885.0,1.051,48666024919394.0,216.518,56.705,0.45799999999999996,8.531,0.062,44.003,51.17,1.128,72.582,7773.0,-8.971,7151.0,7238.0,1530.0,38.056,9.75,69.467,111739510,71330450.0,47.113,51724.0,0.17,-53695.0,20.183,1
8917,8.722000000000001,8.462,8.603,8.862,35.982,6736500898664.0,1.0490000000000002,56617640867764.0,252.767,58.095,0.34,14.995999999999999,0.0653,53.424,51.905,1.1440000000000001,91.26100000000001,7263.0,0.213,7156.0,7294.0,1205.0,61.358999999999995,17.025,37.263000000000005,110597981,246132989.0,48.956,52005.0,0.153,-10107.0,20.057000000000002,1
12656,8.783,9.062999999999999,8.859,8.88,45.373999999999995,7563936886097.0,1.092,56608062263215.0,249.394,58.145,0.79,11.33,0.0672,45.903999999999996,52.36600000000001,1.159,75.671,6393.0,-0.591,7143.0,6913.0,1387.0,71.124,13.684000000000001,24.599,104924438,134413219.0,51.288000000000004,51520.0,0.14,34271.0,20.088,0
7859,8.831,9.3,9.045,8.894,14.549000000000001,3900855256859.0,1.033,49204945813059.0,190.519,57.128,0.03,-7.521,0.0623,52.166000000000004,53.126000000000005,1.172,88.1,6340.0,-18.433,6665.0,6512.0,1527.0,36.442,-10.138,28.605999999999998,102013327,167913093.0,50.506,50176.0,0.13,48360.0,20.156,0
-9907,8.955,10.023,9.51,8.935,14.158,7107697631335.0,0.8270000000000001,45587732952241.0,182.24900000000002,56.1,-1.819,-20.531999999999996,0.0555,44.053999999999995,53.736999999999995,1.1840000000000002,71.153,5352.0,-26.314,6028.0,5855.0,1489.0,18.079,-28.691,52.76,103551663,100383752.0,52.303999999999995,50964.0,0.126,49361.0,20.215,0
-24285,9.055,10.267000000000001,9.832,8.97,17.195,4161540520953.0,0.584,46698561793126.0,195.10299999999998,56.105,-3.528,-22.754,0.0513,44.077,54.306000000000004,1.193,71.191,5046.0,-21.079,5579.0,5363.0,1783.0,12.349,-30.25,107.31,103482267,82759349.0,51.256,50913.0,0.124,983.613,20.229,1
-38897,9.055,9.662,9.715,8.972000000000001,35.056999999999995,3800971535123.0,0.441,50964374410292.0,215.17700000000002,56.826,-3.8,-16.843,0.0525,33.677,54.645,1.2,46.458,5658.0,-10.763,5352.0,5403.0,1849.0,22.671,-21.276,136.321,106767474,52594931.0,49.515,47760.0,0.121,-12412.0,20.203,1
-27885,9.033999999999999,9.195,9.542,8.966000000000001,45.532,4189584453790.0,0.371,48763053419619.0,183.00900000000001,56.961000000000006,-2.4290000000000003,-8.53,0.0567,42.015,55.081,1.205,59.378,6262.0,17.000999999999998,5655.0,5858.0,1387.0,52.681000000000004,-10.581,134.569,108015296,71942421.0,49.14,47593.0,0.114,-44280.0,20.175,0
2124,9.011000000000001,8.935,9.335,8.96,40.774,11339284884099.0,0.5870000000000001,60492863624946.0,227.888,58.949,-1.234,-13.446,0.0565,45.088,55.453,1.208,64.307,5457.0,8.149,5792.0,5759.0,1004.0,51.062,-17.555,106.39399999999999,108807786,96534774.0,49.917,47487.0,0.10800000000000001,-19293.0,20.096,0
22023,8.982999999999999,8.753,9.088,8.951,34.242,9897224329105.0,0.815,58920625841867.0,233.231,58.281000000000006,-0.787,-17.915,0.0552,48.751999999999995,55.86,1.21,70.008,5568.0,-1.5830000000000002,5762.0,5647.0,876.99,40.39,-24.089000000000002,42.871,107832355,107023476.0,50.5,45560.0,0.10300000000000001,13075.0,20.097,0
-11455,8.966000000000001,8.74,8.919,8.946,34.936,2334009787987.0,1.023,61416378239065.0,255.233,58.497,-0.649,-12.087,0.0548,52.663000000000004,56.516000000000005,1.2109999999999999,76.058,5355.0,-14.474,5460.0,5443.0,699.08,36.952,-15.067,13.878,104617382,90740823.0,49.406000000000006,44606.0,0.096,3947.0,20.125999999999998,0
-30135,8.954,8.76,8.792,8.943,27.47,2026891054893.0,1.1179999999999999,58321286801292.0,236.345,57.916000000000004,-0.6709999999999999,-2.367,0.0542,42.583999999999996,56.943999999999996,1.21,59.976000000000006,5442.0,-0.27399999999999997,5455.0,5434.0,688.8710000000001,30.996,-2.6289999999999996,13.423,93556375,74950425.0,51.836000000000006,45110.0,0.094,25941.0,20.137,1
-49112,8.917,8.566,8.634,8.93,19.096,2110220109820.0,1.1440000000000001,59956491583410.0,253.44299999999998,58.021,-0.382,7.64,0.0553,42.583,57.357,1.208,59.973,5770.0,3.623,5522.0,5591.0,566.948,51.957,7.845,6.956,67216693,100688626.0,51.948,45887.0,0.095,19599.0,20.063,1
-43692,8.852,8.238999999999999,8.436,8.908,32.878,4032110983056.0,1.199,62297318331474.0,246.708,58.684,0.073,7.104,0.0563,34.841,57.663999999999994,1.204,46.253,5926.0,10.657,5713.0,5793.0,600.658,66.215,7.462999999999999,3.0660000000000003,51842614,75441336.0,51.946999999999996,43082.0,0.1,34040.0,20.028,0
-33356,8.834,8.405,8.445,8.9,43.641000000000005,6425298960813.0,1.315,64489814182033.0,238.915,59.333999999999996,12.857999999999999,96.958,0.11199999999999999,40.919000000000004,58.016000000000005,1.199,52.908,5199.0,-4.4639999999999995,5632.0,5537.0,459.18300000000005,56.426,-1.726,2.279,49602649,62390388.0,51.24,43399.0,0.105,-6949.0,20.009,1
-41,8.798,8.341000000000001,8.385,8.887,51.868,6528887944946.0,1.493,71870033290728.0,303.574,59.99100000000001,5.856,-0.6759999999999999,0.0561,51.716,58.5,1.193,66.581,5179.0,-10.24,5435.0,5310.0,521.7719999999999,61.976000000000006,-0.764,1.8880000000000001,49646968,125456476.0,50.123999999999995,42592.0,0.109,-21846.0,20.000999999999998,0
12326,8.833,8.846,8.607999999999999,8.897,47.455,4139410785618.0,1.547,66060154720488.0,266.08799999999997,58.888000000000005,-0.10800000000000001,-1.5759999999999998,0.0543,44.919,58.934,1.186,56.878,4670.0,-21.19,5016.0,4928.0,766.921,26.17,-1.74,2.456,47079363,84787681.0,52.75899999999999,44201.0,0.11699999999999999,11283.0,20.022000000000002,0
-15489,8.922,9.529,9.019,8.926,31.840999999999998,11473541845467.0,1.3359999999999999,54863600944186.0,204.17700000000002,56.812,-3.353,-4.58,0.0523,48.911,59.34,1.178,61.821999999999996,4587.0,-11.763,4812.0,4714.0,940.081,13.245999999999999,-5.019,6.875,46402776,78354482.0,53.98,47408.0,0.131,35816.0,20.046,1
-16203,8.974,9.629,9.255,8.943,19.206,8930064171880.0,1.022,53968140994398.0,198.72799999999998,56.677,-4.166,-1.31,0.0535,53.302,59.854,1.169,67.321,4982.0,-3.798,4747.0,4799.0,942.449,39.857,-1.42,7.685,40553763,77014581.0,52.50899999999999,48493.0,0.146,32346.0,20.142,1
-26801,8.972999999999999,9.287,9.262,8.943,27.391,4509718136678.0,0.797,55960436099579.0,185.157,57.522,-3.463,-0.043,0.0552,54.093999999999994,60.416000000000004,1.161,68.267,5231.0,12.008,4934.0,5041.0,819.789,63.823,-0.048,7.672000000000001,38697017,93853220.0,50.228,48405.0,0.159,-27910.0,20.111,1
-13743,9.017000000000001,9.476,9.427999999999999,8.959,13.072000000000001,4568832636066.0,0.546,50565196766338.0,163.02,56.50899999999999,-2.227,0.278,0.0564,63.16,61.101000000000006,1.1520000000000001,80.035,5206.0,13.478,5140.0,5177.0,504.901,74.118,0.312,7.943,41023571,83989189.0,49.696000000000005,47339.0,0.16699999999999998,-50445.0,20.113,1
-40789,9.031,9.353,9.423,8.965,50.728,7132531171195.0,0.478,57927127403061.0,178.859,57.931000000000004,-1.23,-49.478,0.0565,43.553999999999995,61.498999999999995,1.1420000000000001,57.043,4934.0,-0.958,5124.0,5074.0,481.05,74.539,1.167,8.809,37530974,47379763.0,47.6,46387.0,0.168,-59570.0,20.098,1
-2825,9.168,10.258,9.878,9.014,21.721999999999998,9790196097998.0,0.275,49977138775201.0,173.205,55.516999999999996,-0.5710000000000001,0.8540000000000001,0.0566,56.418,62.131,1.1320000000000001,75.782,4693.0,-10.282,4945.0,4859.0,480.611,76.421,0.9590000000000001,9.588,38242947,60837821.0,50.853,46263.0,0.16899999999999998,6966.0,20.11,1
12698,9.192,9.897,9.823,9.025,2.16,11118034526796.0,0.034,47064523761471.0,150.99200000000002,55.396,0.018000000000000002,6.117000000000001,0.0576,63.228,62.912,1.123,88.835,5631.0,8.17,5086.0,5202.0,655.867,86.779,6.645,12.505999999999998,37220496,77319212.0,50.282,42640.0,0.17,6464.0,20.084,1
-16915,9.195,9.564,9.685,9.03,21.968000000000004,9356022666493.0,0.002,53946526370237.0,156.382,57.02,0.456,11.581,0.0583,64.811,63.727,1.114,92.055,5211.0,5.608,5179.0,5265.0,547.352,90.852,12.11,8.596,37312028,85667561.0,49.047,41885.0,0.166,17328.0,20.132,1
-9911,9.135,8.92,9.343,9.013,23.971999999999998,10686007299476.0,0.1,60468506323608.0,201.81099999999998,57.326,0.8170000000000001,10.931,0.0593,62.84,64.525,1.1059999999999999,90.044,5784.0,23.230999999999998,5542.0,5567.0,693.948,94.492,11.696,6.5489999999999995,33954545,84036763.0,49.333999999999996,42078.0,0.161,-18699.0,20.112000000000002,1
-17576,9.096,8.72,9.115,9.002,28.381,5745691353051.0,0.325,64538862240430.0,209.921,58.063,1.5230000000000001,12.773,0.0623,68.27199999999999,65.42699999999999,1.0979999999999999,99.751,5588.0,-0.758,5528.0,5591.0,734.727,98.0,14.113,15.597000000000001,29841912,94140778.0,49.056999999999995,40102.0,0.154,-15005.0,20.143,1
-21146,9.072000000000001,8.724,8.953,8.996,33.16,4458459276683.0,0.5579999999999999,65159764793987.0,218.16400000000002,58.01,2.043,13.216,0.0639,47.82,66.09899999999999,1.09,75.408,5608.0,7.612,5660.0,5631.0,761.0089999999999,98.671,14.909,27.919,27718439,93434849.0,48.2,40862.0,0.14300000000000002,-9880.0,19.901,1
-16548,9.057,8.779,8.851,8.993,25.768,4158033030434.0,0.828,66456512311778.0,200.755,58.691,2.105,14.034,0.0644,53.74,66.876,1.082,84.322,5311.0,-8.181000000000001,5502.0,5456.0,685.425,98.859,15.845,33.594,29197515,49520215.0,46.875,42768.0,0.127,-28879.0,19.908,0
-4265,9.0,8.48,8.601,8.975,43.635,7966902384209.0,1.15,73665374712467.0,236.78099999999998,59.456,1.7619999999999998,13.388,0.0642,46.18,67.483,1.074,73.29899999999999,5450.0,-2.475,5456.0,5430.0,368.733,91.37,15.155,29.215999999999998,29282310,84997756.0,48.305,42675.0,0.109,-10420.0,19.976,0
-41833,9.008,8.797,8.69,8.978,35.417,6952778519531.0,1.266,62002781699405.0,180.57299999999998,57.708,1.052,9.061,0.0629,57.102,68.289,1.0659999999999998,90.398,5226.0,-6.803999999999999,5329.0,5315.0,401.305,52.015,10.445,19.922,28384441,88225071.0,50.22,38816.0,0.09300000000000001,20572.0,19.977,1
-6407,8.979,8.684,8.658,8.969,27.358,6889169647056.0,1.3319999999999999,68293953346173.0,211.172,58.338,0.598,8.351,0.0632,62.083,69.183,1.058,99.887,5342.0,0.595,5339.0,5322.0,364.843,59.099,9.745,10.174,28281716,99811971.0,49.363,38045.0,0.078,26678.0,19.927,1
1311,8.919,8.363999999999999,8.517999999999999,8.949,30.339000000000002,5784947539340.0,1.392,72137802672765.0,230.995,58.733999999999995,0.409,7.202000000000001,0.0636,55.481,69.977,1.051,91.552,5567.0,2.149,5379.0,5435.0,281.269,67.431,8.548,1.881,26971965,79542167.0,49.021,38263.0,0.063,7734.0,19.945999999999998,0
-8136,8.875,8.297,8.433,8.933,46.868,8043525566033.0,1.531,77984537896980.0,242.092,59.702,0.215,1.46,0.0632,62.89,70.96,1.044,104.96600000000001,5071.0,-2.9739999999999998,5327.0,5282.0,351.534,51.552,1.819,1.054,26607156,85240132.0,48.198,39191.0,0.047,-22231.0,19.878,1
-14162,8.738,7.529,7.9910000000000005,8.885,64.477,10424480138724.0,1.7519999999999998,83176608217426.0,252.456,60.515,0.39,1.348,0.0647,42.813,71.605,1.037,72.57,5865.0,9.781,5501.0,5550.0,475.704,59.916000000000004,-0.816,1.021,27540258,60948366.0,46.184,41128.0,0.026000000000000002,-35207.0,19.881,0
-17029,8.641,7.382000000000001,7.7379999999999995,8.849,80.142,14129733183525.0,2.119,89615520725463.0,238.17700000000002,61.968999999999994,-0.051,-3.5839999999999996,0.0621,46.301,72.267,1.03,78.22,4901.0,-11.963,5279.0,5251.0,593.582,24.151,-4.615,1.479,30215589,52993274.0,45.873000000000005,43976.0,0.001,-34979.0,19.884,0
9861,8.52,7.071000000000001,7.422999999999999,8.802999999999999,66.617,9426487440178.0,2.39,90058628454577.0,262.413,61.38,-0.716,-6.25,0.0602,51.846000000000004,72.919,1.023,87.36200000000001,5209.0,2.719,5325.0,5216.0,593.444,10.843,-8.022,5.016,27637481,93272664.0,46.417,46120.0,-0.026000000000000002,-20872.0,19.797,0
6482,8.406,6.916,7.159,8.758,66.141,2389560390368.0,2.54,91521569647031.0,271.075,61.497,-1.058,-4.803999999999999,0.0598,57.43,73.703,1.015,97.318,5139.0,-12.376,5083.0,5123.0,603.701,9.504,-6.04,8.775,26222580,78550020.0,46.773,47622.0,-0.054000000000000006,4927.0,19.784000000000002,1
-6543,8.369,7.371,7.246,8.738,59.738,13410118494245.0,2.781,106686702258750.0,329.827,63.208999999999996,-1.023,-5.01,0.06,47.565,74.33,1.008,82.056,4025.0,-17.869,4791.0,4594.0,1072.0,19.007,-6.334,10.107000000000001,26322352,81273352.0,48.695,47973.0,-0.08,26478.0,19.869,0
-35853,8.342,7.662999999999999,7.391,8.72,69.143,14801065856277.0,3.0060000000000002,107601485323300.0,309.303,63.608999999999995,-0.904,-6.1739999999999995,0.0597,45.598,74.898,1.001,78.77199999999999,3829.0,-26.497,4331.0,4113.0,1313.0,14.949000000000002,-7.856,9.363999999999999,24531719,89470069.0,48.266000000000005,48406.0,-0.10400000000000001,17040.0,19.817,0
-28671,8.381,8.304,7.787000000000001,8.725,46.468999999999994,14877995440910.0,2.867,89519987520323.0,250.889,60.223,-1.17,-9.025,0.0575,57.931000000000004,75.711,0.9940000000000001,98.73299999999999,3733.0,-27.346999999999998,3862.0,3814.0,1510.0,5.016,-11.409,12.265999999999998,23630671,77533038.0,49.482,48438.0,-0.124,25062.0,19.816,0
-23683,8.354,8.13,7.91,8.708,58.839,14156102744454.0,2.657,92747243562292.0,237.294,61.032,-1.6740000000000002,-14.571,0.0553,45.44,76.336,0.986,77.985,3834.0,-4.746,3799.0,3800.0,1237.0,2.497,-16.323,16.377,26226915,43627259.0,46.308,49400.0,-0.147,-24896.0,19.852,0
-27741,8.399,8.593,8.266,8.716000000000001,62.226000000000006,8628404146910.0,2.46,96871777360568.0,249.86,61.486999999999995,-2.258,-14.661,0.053,42.217,76.844,0.9790000000000001,71.689,3133.0,-18.18,3567.0,3467.0,1419.0,1.3940000000000001,-18.2,27.439,29777829,71102092.0,47.521,48934.0,-0.16899999999999998,-9478.0,19.914,0
-19956,8.391,8.435,8.361,8.706,55.185,3700120523275.0,2.26,106831012838380.0,367.978,61.513999999999996,-2.5140000000000002,-13.524000000000001,0.052000000000000005,48.0,77.361,0.971,80.152,3358.0,-10.052999999999999,3442.0,3362.0,1186.0,1.1,-16.273,39.079,30410888,50593222.0,46.04,49418.0,-0.193,-36119.0,19.909000000000002,1
-2998,8.366,8.217,8.333,8.691,43.56100000000001,4170617817123.0,1.993,97539025504899.0,288.627,60.653,-2.039,-10.97,0.0533,49.246,77.929,0.963,81.931,3690.0,-3.773,3393.0,3486.0,569.64,30.394000000000002,-13.13,37.126999999999995,30580395,63276333.0,46.542,49782.0,-0.218,275.64,19.881,1
-19033,8.283999999999999,7.655,8.035,8.656,57.333999999999996,16197832307610.0,1.959,110666014306530.0,279.047,62.857,-1.2819999999999998,-10.03,0.054000000000000006,53.568000000000005,78.58800000000001,0.955,87.854,3678.0,17.423,3575.0,3629.0,487.401,45.026,-12.045,25.868000000000002,31025561,60179936.0,44.902,52302.0,-0.245,-27777.0,19.976,0
-17382,8.249,7.699,7.9239999999999995,8.636000000000001,70.48100000000001,20434519908539.0,2.045,112494055104620.0,264.999,63.361000000000004,-0.826,-10.422,0.0535,64.78,79.484,0.9470000000000001,106.838,3238.0,-3.5860000000000003,3535.0,3460.0,509.43,36.516,-12.443,11.241,29192158,64477884.0,45.12,51175.0,-0.27399999999999997,-10621.0,19.971,0
-8997,8.232999999999999,7.849,7.886,8.622,67.832,15054872849644.0,1.901,96208989103693.0,234.845,60.18,-1.004,-10.572000000000001,0.0514,56.364,80.077,0.94,96.777,3401.0,-7.814,3439.0,3393.0,483.565,17.817999999999998,-12.159,5.545,29046400,73848367.0,47.739,44612.0,-0.301,7495.0,19.998,0
-30352,8.238999999999999,8.087,7.962999999999999,8.615,69.702,16524205045150.0,1.6640000000000001,90913448298342.0,194.43599999999998,60.236999999999995,-1.359,-9.346,0.0501,51.96,80.649,0.9329999999999999,91.15100000000001,3173.0,-13.727,3271.0,3260.0,420.866,11.965,-10.335,6.343999999999999,30821377,41208445.0,44.428999999999995,43105.0,-0.331,-9649.0,20.004,1
-29668,8.209,7.935,7.891,8.597000000000001,70.48899999999999,8975046657779.0,1.514,99165386799571.0,207.59799999999998,61.272,-1.39,-5.267,0.0502,33.341,80.66199999999999,0.925,56.681999999999995,3180.0,-1.775,3252.0,3215.0,405.80699999999996,13.679,-5.58,8.586,36184010,51788945.0,45.562,43317.0,-0.361,-1610.0,20.032,1
-11469,8.32,8.933,8.402000000000001,8.626,94.306,17058530700116.0,1.537,113058341910870.0,248.68900000000002,62.506,-1.138,-3.089,0.0504,39.885999999999996,80.712,0.9159999999999999,65.66,2330.0,-31.511,2894.0,2754.0,847.6260000000001,24.044,-3.214,9.937000000000001,37118728,58008345.0,49.516000000000005,42129.0,-0.385,12535.0,20.043,1
